x i1 i2 i3 i4 i5 i6
4.09 0.000000 0.001446 0.003138 0.004873 0.006608 0.008324
4.10 0.000000 0.001446 0.003138 0.004873 0.006608 0.008325
4.11 0.000000 0.001446 0.003138 0.004874 0.006609 0.008326
4.12 0.000000 0.001446 0.003139 0.004875 0.006610 0.008327
4.13 0.000000 0.001446 0.003139 0.004875 0.006611 0.008328
4.14 0.000000 0.001446 0.003140 0.004876 0.006612 0.008329
4.15 0.000000 0.001447 0.003140 0.004877 0.006613 0.008331
4.16 0.000000 0.001447 0.003140 0.004877 0.006614 0.008332
4.17 0.000000 0.001447 0.003141 0.004878 0.006614 0.008333
4.18 0.000000 0.001447 0.003141 0.004878 0.006615 0.008334
4.19 0.000000 0.001447 0.003142 0.004879 0.006616 0.008335
4.20 0.000000 0.001448 0.003142 0.004880 0.006617 0.008336
4.21 0.000000 0.001448 0.003142 0.004880 0.006618 0.008337
4.22 0.000000 0.001448 0.003143 0.004881 0.006619 0.008338
4.23 0.000000 0.001448 0.003143 0.004882 0.006619 0.008339
4.24 0.000000 0.001448 0.003144 0.004882 0.006620 0.008340
4.25 0.000000 0.001449 0.003144 0.004883 0.006621 0.008341
4.26 0.000000 0.001449 0.003145 0.004884 0.006622 0.008342
4.27 0.000000 0.001449 0.003145 0.004884 0.006623 0.008343
4.28 0.000000 0.001449 0.003145 0.004885 0.006624 0.008345
4.29 0.000000 0.001449 0.003146 0.004885 0.006625 0.008346
4.30 0.000000 0.001449 0.003146 0.004886 0.006625 0.008347
4.31 0.000000 0.001450 0.003147 0.004887 0.006626 0.008348
4.32 0.000000 0.001450 0.003147 0.004887 0.006627 0.008349
4.33 0.000000 0.001450 0.003147 0.004888 0.006628 0.008350
4.34 0.000000 0.001450 0.003148 0.004889 0.006629 0.008351
4.35 0.000000 0.001450 0.003148 0.004889 0.006630 0.008352
4.36 0.000000 0.001451 0.003149 0.004890 0.006631 0.008353
4.37 0.000000 0.001451 0.003149 0.004890 0.006631 0.008354
4.38 0.000000 0.001451 0.003149 0.004891 0.006632 0.008355
4.39 0.000000 0.001451 0.003150 0.004892 0.006633 0.008356
4.40 0.000000 0.001451 0.003150 0.004892 0.006634 0.008357
4.41 0.000000 0.001452 0.003151 0.004893 0.006635 0.008359
4.42 0.000000 0.001452 0.003151 0.004894 0.006636 0.008360
4.43 0.000000 0.001452 0.003151 0.004894 0.006637 0.008361
4.44 0.000000 0.001452 0.003152 0.004895 0.006637 0.008362
4.45 0.000000 0.001452 0.003152 0.004895 0.006638 0.008363
4.46 0.000000 0.001452 0.003153 0.004896 0.006639 0.008364
4.47 0.000000 0.001453 0.003153 0.004897 0.006640 0.008365
4.48 0.000000 0.001453 0.003153 0.004897 0.006641 0.008366
4.49 0.000000 0.001453 0.003154 0.004898 0.006642 0.008367
4.50 0.000000 0.001453 0.003154 0.004899 0.006643 0.008368
4.51 0.000000 0.001453 0.003155 0.004899 0.006643 0.008369
4.52 0.000000 0.001454 0.003155 0.004900 0.006644 0.008370
4.53 0.000000 0.001454 0.003155 0.004901 0.006645 0.008371
4.54 0.000000 0.001454 0.003156 0.004901 0.006646 0.008373
4.55 0.000000 0.001454 0.003156 0.004902 0.006647 0.008374
4.56 0.000000 0.001454 0.003157 0.004902 0.006648 0.008375
4.57 0.000000 0.001455 0.003157 0.004903 0.006649 0.008376
4.58 0.000000 0.001455 0.003157 0.004904 0.006649 0.008377
4.59 0.000000 0.001455 0.003158 0.004904 0.006650 0.008378
4.60 0.000000 0.001455 0.003158 0.004905 0.006651 0.008379
4.61 0.000000 0.001455 0.003159 0.004906 0.006652 0.008380
4.62 0.000000 0.001455 0.003159 0.004906 0.006653 0.008381
4.63 0.000000 0.001456 0.003160 0.004907 0.006654 0.008382
4.64 0.000000 0.001456 0.003160 0.004907 0.006654 0.008383
4.65 0.000000 0.001456 0.003160 0.004908 0.006655 0.008384
4.66 0.000000 0.001456 0.003161 0.004909 0.006656 0.008385
4.67 0.000000 0.001456 0.003161 0.004909 0.006657 0.008386
4.68 0.000000 0.001457 0.003162 0.004910 0.006658 0.008388
4.69 0.000000 0.001457 0.003162 0.004911 0.006659 0.008389
4.70 0.000000 0.001457 0.003162 0.004911 0.006660 0.008390
4.71 0.000000 0.001457 0.003163 0.004912 0.006660 0.008391
4.72 0.000000 0.001457 0.003163 0.004912 0.006661 0.008392
4.73 0.000000 0.001457 0.003164 0.004913 0.006662 0.008393
4.74 0.000000 0.001458 0.003164 0.004914 0.006663 0.008394
4.75 0.000000 0.001458 0.003164 0.004914 0.006664 0.008395
4.76 0.000000 0.001458 0.003165 0.004915 0.006665 0.008396
4.77 0.000000 0.001458 0.003165 0.004916 0.006666 0.008397
4.78 0.000000 0.001458 0.003166 0.004916 0.006666 0.008398
4.79 0.000000 0.001459 0.003166 0.004917 0.006667 0.008399
4.80 0.000000 0.001459 0.003166 0.004918 0.006668 0.008400
4.81 0.000000 0.001459 0.003167 0.004918 0.006669 0.008402
4.82 0.000000 0.001459 0.003167 0.004919 0.006670 0.008403
4.83 0.000000 0.001459 0.003168 0.004919 0.006671 0.008404
4.84 0.000000 0.001460 0.003168 0.004920 0.006672 0.008405
4.85 0.000000 0.001460 0.003168 0.004921 0.006672 0.008406
4.86 0.000000 0.001460 0.003169 0.004921 0.006673 0.008407
4.87 0.000000 0.001460 0.003169 0.004922 0.006674 0.008408
4.88 0.000000 0.001460 0.003170 0.004923 0.006675 0.008409
4.89 0.000000 0.001460 0.003170 0.004923 0.006676 0.008410
4.90 0.000000 0.001461 0.003170 0.004924 0.006677 0.008411
4.91 0.000000 0.001461 0.003171 0.004924 0.006678 0.008412
4.92 0.000000 0.001461 0.003171 0.004925 0.006678 0.008413
4.93 0.000000 0.001461 0.003172 0.004926 0.006679 0.008414
4.94 0.000000 0.001461 0.003172 0.004926 0.006680 0.008416
4.95 0.000000 0.001462 0.003172 0.004927 0.006681 0.008417
4.96 0.000000 0.001462 0.003173 0.004928 0.006682 0.008418
4.97 0.000000 0.001462 0.003173 0.004928 0.006683 0.008419
4.98 0.000000 0.001462 0.003174 0.004929 0.006684 0.008420
4.99 0.000000 0.001462 0.003174 0.004929 0.006684 0.008421
5.00 0.000000 0.001463 0.003175 0.004930 0.006685 0.008422
5.01 0.000000 0.001463 0.003175 0.004931 0.006686 0.008423
5.02 0.000000 0.001463 0.003175 0.004931 0.006687 0.008424
5.03 0.000000 0.001463 0.003176 0.004932 0.006688 0.008425
5.04 0.000000 0.001463 0.003176 0.004933 0.006689 0.008426
5.05 0.000000 0.001463 0.003177 0.004933 0.006689 0.008427
5.06 0.000000 0.001464 0.003177 0.004934 0.006690 0.008428
5.07 0.000000 0.001464 0.003177 0.004935 0.006691 0.008430
5.08 0.000000 0.001464 0.003178 0.004935 0.006692 0.008431
5.09 0.000000 0.001464 0.003178 0.004936 0.006693 0.008432
5.10 0.000000 0.001464 0.003179 0.004936 0.006694 0.008433
5.11 0.000000 0.001465 0.003179 0.004937 0.006695 0.008434
5.12 0.000000 0.001465 0.003179 0.004938 0.006695 0.008435
5.13 0.000000 0.001465 0.003180 0.004938 0.006696 0.008436
5.14 0.000000 0.001465 0.003180 0.004939 0.006697 0.008437
5.15 0.000000 0.001465 0.003181 0.004940 0.006698 0.008438
5.16 0.000000 0.001466 0.003181 0.004940 0.006699 0.008439
5.17 0.000000 0.001466 0.003181 0.004941 0.006700 0.008440
5.18 0.000000 0.001466 0.003182 0.004941 0.006701 0.008441
5.19 0.000000 0.001466 0.003182 0.004942 0.006701 0.008442
5.20 0.000000 0.001466 0.003183 0.004943 0.006702 0.008443
5.21 0.000000 0.001466 0.003183 0.004943 0.006703 0.008445
5.22 0.000000 0.001467 0.003183 0.004944 0.006704 0.008446
5.23 0.000000 0.001467 0.003184 0.004945 0.006705 0.008447
5.24 0.000000 0.001467 0.003184 0.004945 0.006706 0.008448
5.25 0.000000 0.001467 0.003185 0.004946 0.006707 0.008449
5.26 0.000000 0.001467 0.003185 0.004946 0.006707 0.008450
5.27 0.000000 0.001468 0.003185 0.004947 0.006708 0.008451
5.28 0.000000 0.001468 0.003186 0.004948 0.006709 0.008452
5.29 0.000000 0.001468 0.003186 0.004948 0.006710 0.008453
5.30 0.000000 0.001468 0.003187 0.004949 0.006711 0.008454
5.31 0.000000 0.001468 0.003187 0.004950 0.006712 0.008455
5.32 0.000000 0.001469 0.003187 0.004950 0.006713 0.008456
5.33 0.000000 0.001469 0.003188 0.004951 0.006713 0.008457
5.34 0.000000 0.001469 0.003188 0.004952 0.006714 0.008459
5.35 0.000000 0.001469 0.003189 0.004952 0.006715 0.008460
5.36 0.000000 0.001469 0.003189 0.004953 0.006716 0.008461
5.37 0.000000 0.001469 0.003189 0.004953 0.006717 0.008462
5.38 0.000000 0.001470 0.003190 0.004954 0.006718 0.008463
5.39 0.000000 0.001470 0.003190 0.004955 0.006719 0.008464
5.40 0.000000 0.001470 0.003191 0.004955 0.006719 0.008465
5.41 0.000000 0.001470 0.003191 0.004956 0.006720 0.008466
5.42 0.000000 0.001470 0.003192 0.004957 0.006721 0.008467
5.43 0.000000 0.001471 0.003192 0.004957 0.006722 0.008468
5.44 0.000000 0.001471 0.003192 0.004958 0.006723 0.008469
5.45 0.000000 0.001471 0.003193 0.004958 0.006724 0.008470
5.46 0.000000 0.001471 0.003193 0.004959 0.006724 0.008471
5.47 0.000000 0.001471 0.003194 0.004960 0.006725 0.008473
5.48 0.000000 0.001471 0.003194 0.004960 0.006726 0.008474
5.49 0.000000 0.001472 0.003194 0.004961 0.006727 0.008475
5.50 0.000000 0.001472 0.003195 0.004962 0.006728 0.008476
5.51 0.000000 0.001472 0.003195 0.004962 0.006729 0.008477
5.52 0.000000 0.001472 0.003196 0.004963 0.006730 0.008478
5.53 0.000000 0.001472 0.003196 0.004963 0.006730 0.008479
5.54 0.000000 0.001473 0.003196 0.004964 0.006731 0.008480
5.55 0.000000 0.001473 0.003197 0.004965 0.006732 0.008481
5.56 0.000000 0.001473 0.003197 0.004965 0.006733 0.008482
5.57 0.000000 0.001473 0.003198 0.004966 0.006734 0.008483
5.58 0.000000 0.001473 0.003198 0.004967 0.006735 0.008484
5.59 0.000000 0.001474 0.003198 0.004967 0.006736 0.008485
5.60 0.000000 0.001474 0.003199 0.004968 0.006736 0.008487
5.61 0.000000 0.001474 0.003199 0.004969 0.006737 0.008488
5.62 0.000000 0.001474 0.003200 0.004969 0.006738 0.008489
5.63 0.000000 0.001474 0.003200 0.004970 0.006739 0.008490
5.64 0.000000 0.001474 0.003200 0.004970 0.006740 0.008491
5.65 0.000000 0.001475 0.003201 0.004971 0.006741 0.008492
5.66 0.000000 0.001475 0.003201 0.004972 0.006742 0.008493
5.67 0.000000 0.001475 0.003202 0.004972 0.006742 0.008494
5.68 0.000000 0.001475 0.003202 0.004973 0.006743 0.008495
5.69 0.000000 0.001475 0.003202 0.004974 0.006744 0.008496
5.70 0.000000 0.001476 0.003203 0.004974 0.006745 0.008497
5.71 0.000000 0.001476 0.003203 0.004975 0.006746 0.008498
5.72 0.000000 0.001476 0.003204 0.004975 0.006747 0.008499
5.73 0.000000 0.001476 0.003204 0.004976 0.006748 0.008501
5.74 0.000000 0.001476 0.003204 0.004977 0.006748 0.008502
5.75 0.000000 0.001477 0.003205 0.004977 0.006749 0.008503
5.76 0.000000 0.001477 0.003205 0.004978 0.006750 0.008504
5.77 0.000000 0.001477 0.003206 0.004979 0.006751 0.008505
5.78 0.000000 0.001477 0.003206 0.004979 0.006752 0.008506
5.79 0.000000 0.001477 0.003207 0.004980 0.006753 0.008507
5.80 0.000000 0.001477 0.003207 0.004980 0.006754 0.008508
5.81 0.000000 0.001478 0.003207 0.004981 0.006754 0.008509
5.82 0.000000 0.001478 0.003208 0.004982 0.006755 0.008510
5.83 0.000000 0.001478 0.003208 0.004982 0.006756 0.008511
5.84 0.000000 0.001478 0.003209 0.004983 0.006757 0.008512
5.85 0.000000 0.001478 0.003209 0.004984 0.006758 0.008513
5.86 0.000000 0.001479 0.003209 0.004984 0.006759 0.008514
5.87 0.000000 0.001479 0.003210 0.004985 0.006759 0.008516
5.88 0.000000 0.001479 0.003210 0.004986 0.006760 0.008517
5.89 0.000000 0.001479 0.003211 0.004986 0.006761 0.008518
5.90 0.000000 0.001479 0.003211 0.004987 0.006762 0.008519
5.91 0.000000 0.001480 0.003211 0.004987 0.006763 0.008520
5.92 0.000000 0.001480 0.003212 0.004988 0.006764 0.008521
5.93 0.000000 0.001480 0.003212 0.004989 0.006765 0.008522
5.94 0.000000 0.001480 0.003213 0.004989 0.006765 0.008523
5.95 0.000000 0.001480 0.003213 0.004990 0.006766 0.008524
5.96 0.000000 0.001480 0.003213 0.004991 0.006767 0.008525
5.97 0.000000 0.001481 0.003214 0.004991 0.006768 0.008526
5.98 0.000000 0.001481 0.003214 0.004992 0.006769 0.008527
5.99 0.000000 0.001481 0.003215 0.004992 0.006770 0.008528
6.00 0.000000 0.001481 0.003215 0.004993 0.006771 0.008530
6.01 0.000000 0.001481 0.003215 0.004994 0.006771 0.008531
6.02 0.000000 0.001482 0.003216 0.004994 0.006772 0.008532
6.03 0.000000 0.001482 0.003216 0.004995 0.006773 0.008533
6.04 0.000000 0.001482 0.003217 0.004996 0.006774 0.008534
6.05 0.000000 0.001482 0.003217 0.004996 0.006775 0.008535
6.06 0.000000 0.001482 0.003217 0.004997 0.006776 0.008536
6.07 0.000000 0.001483 0.003218 0.004997 0.006777 0.008537
6.08 0.000000 0.001483 0.003218 0.004998 0.006777 0.008538
6.09 0.000000 0.001483 0.003219 0.004999 0.006778 0.008539
6.10 0.000000 0.001483 0.003219 0.004999 0.006779 0.008540
6.11 0.000000 0.001483 0.003219 0.005000 0.006780 0.008541
6.12 0.000000 0.001483 0.003220 0.005001 0.006781 0.008542
6.13 0.000000 0.001484 0.003220 0.005001 0.006782 0.008544
6.14 0.000000 0.001484 0.003221 0.005002 0.006783 0.008545
6.15 0.000000 0.001484 0.003221 0.005003 0.006783 0.008546
6.16 0.000000 0.001484 0.003222 0.005003 0.006784 0.008547
6.17 0.000000 0.001484 0.003222 0.005004 0.006785 0.008548
6.18 0.000000 0.001485 0.003222 0.005004 0.006786 0.008549
6.19 0.000000 0.001485 0.003223 0.005005 0.006787 0.008550
6.20 0.000000 0.001485 0.003223 0.005006 0.006788 0.008551
6.21 0.000000 0.001485 0.003224 0.005006 0.006789 0.008552
6.22 0.000000 0.001485 0.003224 0.005007 0.006789 0.008553
6.23 0.000000 0.001485 0.003224 0.005008 0.006790 0.008554
6.24 0.000000 0.001486 0.003225 0.005008 0.006791 0.008555
6.25 0.000000 0.001486 0.003225 0.005009 0.006792 0.008556
6.26 0.000000 0.001486 0.003226 0.005009 0.006793 0.008558
6.27 0.000000 0.001486 0.003226 0.005010 0.006794 0.008559
6.28 0.000000 0.001486 0.003226 0.005011 0.006794 0.008560
6.29 0.000000 0.001487 0.003227 0.005011 0.006795 0.008561
6.30 0.000000 0.001487 0.003227 0.005012 0.006796 0.008562
6.31 0.000000 0.001487 0.003228 0.005013 0.006797 0.008563
6.32 0.000000 0.001487 0.003228 0.005013 0.006798 0.008564
6.33 0.000000 0.001487 0.003228 0.005014 0.006799 0.008565
6.34 0.000000 0.001488 0.003229 0.005014 0.006800 0.008566
6.35 0.000000 0.001488 0.003229 0.005015 0.006800 0.008567
6.36 0.000000 0.001488 0.003230 0.005016 0.006801 0.008568
6.37 0.000000 0.001488 0.003230 0.005016 0.006802 0.008569
6.38 0.000000 0.001488 0.003230 0.005017 0.006803 0.008570
6.39 0.000000 0.001488 0.003231 0.005018 0.006804 0.008571
6.40 0.000000 0.001489 0.003231 0.005018 0.006805 0.008573
6.41 0.000000 0.001489 0.003232 0.005019 0.006806 0.008574
6.42 0.000000 0.001489 0.003232 0.005019 0.006806 0.008575
6.43 0.000000 0.001489 0.003232 0.005020 0.006807 0.008576
6.44 0.000000 0.001489 0.003233 0.005021 0.006808 0.008577
6.45 0.000000 0.001490 0.003233 0.005021 0.006809 0.008578
6.46 0.000000 0.001490 0.003234 0.005022 0.006810 0.008579
6.47 0.000000 0.001490 0.003234 0.005023 0.006811 0.008580
6.48 0.000000 0.001490 0.003234 0.005023 0.006812 0.008581
6.49 0.000000 0.001490 0.003235 0.005024 0.006812 0.008582
6.50 0.000000 0.001491 0.003235 0.005025 0.006813 0.008583
6.51 0.000000 0.001491 0.003236 0.005025 0.006814 0.008584
6.52 0.000000 0.001491 0.003236 0.005026 0.006815 0.008585
6.53 0.000000 0.001491 0.003237 0.005026 0.006816 0.008587
6.54 0.000000 0.001491 0.003237 0.005027 0.006817 0.008588
6.55 0.000000 0.001491 0.003237 0.005028 0.006818 0.008589
6.56 0.000000 0.001492 0.003238 0.005028 0.006818 0.008590
6.57 0.000000 0.001492 0.003238 0.005029 0.006819 0.008591
6.58 0.000000 0.001492 0.003239 0.005030 0.006820 0.008592
6.59 0.000000 0.001492 0.003239 0.005030 0.006821 0.008593
6.60 0.000000 0.001492 0.003239 0.005031 0.006822 0.008594
6.61 0.000000 0.001493 0.003240 0.005031 0.006823 0.008595
6.62 0.000000 0.001493 0.003240 0.005032 0.006824 0.008596
6.63 0.000000 0.001493 0.003241 0.005033 0.006824 0.008597
6.64 0.000000 0.001493 0.003241 0.005033 0.006825 0.008598
6.65 0.000000 0.001493 0.003241 0.005034 0.006826 0.008599
6.66 0.000000 0.001494 0.003242 0.005035 0.006827 0.008601
6.67 0.000000 0.001494 0.003242 0.005035 0.006828 0.008602
6.68 0.000000 0.001494 0.003243 0.005036 0.006829 0.008603
6.69 0.000000 0.001494 0.003243 0.005036 0.006829 0.008604
6.70 0.000000 0.001494 0.003243 0.005037 0.006830 0.008605
6.71 0.000000 0.001494 0.003244 0.005038 0.006831 0.008606
6.72 0.000000 0.001495 0.003244 0.005038 0.006832 0.008607
6.73 0.000000 0.001495 0.003245 0.005039 0.006833 0.008608
6.74 0.000000 0.001495 0.003245 0.005040 0.006834 0.008609
6.75 0.000000 0.001495 0.003245 0.005040 0.006835 0.008610
6.76 0.000000 0.001495 0.003246 0.005041 0.006835 0.008611
6.77 0.000000 0.001496 0.003246 0.005042 0.006836 0.008612
6.78 0.000000 0.001496 0.003247 0.005042 0.006837 0.008613
6.79 0.000000 0.001496 0.003247 0.005043 0.006838 0.008615
6.80 0.000000 0.001496 0.003247 0.005043 0.006839 0.008616
6.81 0.000000 0.001496 0.003248 0.005044 0.006840 0.008617
6.82 0.000000 0.001497 0.003248 0.005045 0.006841 0.008618
6.83 0.000000 0.001497 0.003249 0.005045 0.006841 0.008619
6.84 0.000000 0.001497 0.003249 0.005046 0.006842 0.008620
6.85 0.000000 0.001497 0.003249 0.005047 0.006843 0.008621
6.86 0.000000 0.001497 0.003250 0.005047 0.006844 0.008622
6.87 0.000000 0.001497 0.003250 0.005048 0.006845 0.008623
6.88 0.000000 0.001498 0.003251 0.005048 0.006846 0.008624
6.89 0.000000 0.001498 0.003251 0.005049 0.006847 0.008625
6.90 0.000000 0.001498 0.003252 0.005050 0.006847 0.008626
6.91 0.000000 0.001498 0.003252 0.005050 0.006848 0.008627
6.92 0.000000 0.001498 0.003252 0.005051 0.006849 0.008628
6.93 0.000000 0.001499 0.003253 0.005052 0.006850 0.008630
6.94 0.000000 0.001499 0.003253 0.005052 0.006851 0.008631
6.95 0.000000 0.001499 0.003254 0.005053 0.006852 0.008632
6.96 0.000000 0.001499 0.003254 0.005053 0.006853 0.008633
6.97 0.000000 0.001499 0.003254 0.005054 0.006853 0.008634
6.98 0.000000 0.001499 0.003255 0.005055 0.006854 0.008635
6.99 0.000000 0.001500 0.003255 0.005055 0.006855 0.008636
7.00 0.000000 0.001500 0.003256 0.005056 0.006856 0.008637
7.01 0.000000 0.001500 0.003256 0.005057 0.006857 0.008638
7.02 0.000000 0.001500 0.003256 0.005057 0.006858 0.008639
7.03 0.000000 0.001500 0.003257 0.005058 0.006859 0.008640
7.04 0.000000 0.001501 0.003257 0.005059 0.006859 0.008641
7.05 0.000000 0.001501 0.003258 0.005059 0.006860 0.008642
7.06 0.000000 0.001501 0.003258 0.005060 0.006861 0.008644
7.07 0.000000 0.001501 0.003258 0.005060 0.006862 0.008645
7.08 0.000000 0.001501 0.003259 0.005061 0.006863 0.008646
7.09 0.000000 0.001502 0.003259 0.005062 0.006864 0.008647
7.10 0.000000 0.001502 0.003260 0.005062 0.006864 0.008648
7.11 0.000000 0.001502 0.003260 0.005063 0.006865 0.008649
7.12 0.000000 0.001502 0.003260 0.005064 0.006866 0.008650
7.13 0.000000 0.001502 0.003261 0.005064 0.006867 0.008651
7.14 0.000000 0.001502 0.003261 0.005065 0.006868 0.008652
7.15 0.000000 0.001503 0.003262 0.005065 0.006869 0.008653
7.16 0.000000 0.001503 0.003262 0.005066 0.006870 0.008654
7.17 0.000000 0.001503 0.003262 0.005067 0.006870 0.008655
7.18 0.000000 0.001503 0.003263 0.005067 0.006871 0.008656
7.19 0.000000 0.001503 0.003263 0.005068 0.006872 0.008658
7.20 0.000000 0.001504 0.003264 0.005069 0.006873 0.008659
7.21 0.000000 0.001504 0.003264 0.005069 0.006874 0.008660
7.22 0.000000 0.001504 0.003264 0.005070 0.006875 0.008661
7.23 0.000000 0.001504 0.003265 0.005070 0.006876 0.008662
7.24 0.000000 0.001504 0.003265 0.005071 0.006876 0.008663
7.25 0.000000 0.001505 0.003266 0.005072 0.006877 0.008664
7.26 0.000000 0.001505 0.003266 0.005072 0.006878 0.008665
7.27 0.000000 0.001505 0.003266 0.005073 0.006879 0.008666
7.28 0.000000 0.001505 0.003267 0.005074 0.006880 0.008667
7.29 0.000000 0.001505 0.003267 0.005074 0.006881 0.008668
7.30 0.000000 0.001505 0.003268 0.005075 0.006882 0.008669
7.31 0.000000 0.001506 0.003268 0.005076 0.006882 0.008670
7.32 0.000000 0.001506 0.003269 0.005076 0.006883 0.008672
7.33 0.000000 0.001506 0.003269 0.005077 0.006884 0.008673
7.34 0.000000 0.001506 0.003269 0.005077 0.006885 0.008674
7.35 0.000000 0.001506 0.003270 0.005078 0.006886 0.008675
7.36 0.000000 0.001507 0.003270 0.005079 0.006887 0.008676
7.37 0.000000 0.001507 0.003271 0.005079 0.006888 0.008677
7.38 0.000000 0.001507 0.003271 0.005080 0.006888 0.008678
7.39 0.000000 0.001507 0.003271 0.005081 0.006889 0.008679
7.40 0.000000 0.001507 0.003272 0.005081 0.006890 0.008680
7.41 0.000000 0.001508 0.003272 0.005082 0.006891 0.008681
7.42 0.000000 0.001508 0.003273 0.005082 0.006892 0.008682
7.43 0.000000 0.001508 0.003273 0.005083 0.006893 0.008683
7.44 0.000000 0.001508 0.003273 0.005084 0.006894 0.008684
7.45 0.000000 0.001508 0.003274 0.005084 0.006894 0.008685
7.46 0.000000 0.001508 0.003274 0.005085 0.006895 0.008687
7.47 0.000000 0.001509 0.003275 0.005086 0.006896 0.008688
7.48 0.000000 0.001509 0.003275 0.005086 0.006897 0.008689
7.49 0.000000 0.001509 0.003275 0.005087 0.006898 0.008690
7.50 0.000000 0.001509 0.003276 0.005087 0.006899 0.008691
7.51 0.000000 0.001509 0.003276 0.005088 0.006899 0.008692
7.52 0.000000 0.001510 0.003277 0.005089 0.006900 0.008693
7.53 0.000000 0.001510 0.003277 0.005089 0.006901 0.008694
7.54 0.000000 0.001510 0.003277 0.005090 0.006902 0.008695
7.55 0.000000 0.001510 0.003278 0.005091 0.006903 0.008696
7.56 0.000000 0.001510 0.003278 0.005091 0.006904 0.008697
7.57 0.000000 0.001511 0.003279 0.005092 0.006905 0.008698
7.58 0.000000 0.001511 0.003279 0.005093 0.006905 0.008699
7.59 0.000000 0.001511 0.003279 0.005093 0.006906 0.008701
7.60 0.000000 0.001511 0.003280 0.005094 0.006907 0.008702
7.61 0.000000 0.001511 0.003280 0.005094 0.006908 0.008703
7.62 0.000000 0.001511 0.003281 0.005095 0.006909 0.008704
7.63 0.000000 0.001512 0.003281 0.005096 0.006910 0.008705
7.64 0.000000 0.001512 0.003281 0.005096 0.006911 0.008706
7.65 0.000000 0.001512 0.003282 0.005097 0.006911 0.008707
7.66 0.000000 0.001512 0.003282 0.005098 0.006912 0.008708
7.67 0.000000 0.001512 0.003283 0.005098 0.006913 0.008709
7.68 0.000000 0.001513 0.003283 0.005099 0.006914 0.008710
7.69 0.000000 0.001513 0.003284 0.005099 0.006915 0.008711
7.70 0.000000 0.001513 0.003284 0.005100 0.006916 0.008712
7.71 0.000000 0.001513 0.003284 0.005101 0.006917 0.008713
7.72 0.000000 0.001513 0.003285 0.005101 0.006917 0.008715
7.73 0.000000 0.001513 0.003285 0.005102 0.006918 0.008716
7.74 0.000000 0.001514 0.003286 0.005103 0.006919 0.008717
7.75 0.000000 0.001514 0.003286 0.005103 0.006920 0.008718
7.76 0.000000 0.001514 0.003286 0.005104 0.006921 0.008719
7.77 0.000000 0.001514 0.003287 0.005104 0.006922 0.008720
7.78 0.000000 0.001514 0.003287 0.005105 0.006923 0.008721
7.79 0.000000 0.001515 0.003288 0.005106 0.006923 0.008722
7.80 0.000000 0.001515 0.003288 0.005106 0.006924 0.008723
7.81 0.000000 0.001515 0.003288 0.005107 0.006925 0.008724
7.82 0.000000 0.001515 0.003289 0.005108 0.006926 0.008725
7.83 0.000000 0.001515 0.003289 0.005108 0.006927 0.008726
7.84 0.000000 0.001516 0.003290 0.005109 0.006928 0.008727
7.85 0.000000 0.001516 0.003290 0.005110 0.006929 0.008729
7.86 0.000000 0.001516 0.003290 0.005110 0.006929 0.008730
7.87 0.000000 0.001516 0.003291 0.005111 0.006930 0.008731
7.88 0.000000 0.001516 0.003291 0.005111 0.006931 0.008732
7.89 0.000000 0.001516 0.003292 0.005112 0.006932 0.008733
7.90 0.000000 0.001517 0.003292 0.005113 0.006933 0.008734
7.91 0.000000 0.001517 0.003292 0.005113 0.006934 0.008735
7.92 0.000000 0.001517 0.003293 0.005114 0.006934 0.008736
7.93 0.000000 0.001517 0.003293 0.005115 0.006935 0.008737
7.94 0.000000 0.001517 0.003294 0.005115 0.006936 0.008738
7.95 0.000000 0.001518 0.003294 0.005116 0.006937 0.008739
7.96 0.000000 0.001518 0.003294 0.005116 0.006938 0.008740
7.97 0.000000 0.001518 0.003295 0.005117 0.006939 0.008741
7.98 0.000000 0.001518 0.003295 0.005118 0.006940 0.008742
7.99 0.000000 0.001518 0.003296 0.005118 0.006940 0.008744
8.00 0.000000 0.001519 0.003296 0.005119 0.006941 0.008745
8.01 0.000000 0.001519 0.003296 0.005120 0.006942 0.008746
8.02 0.000000 0.001519 0.003297 0.005120 0.006943 0.008747
8.03 0.000000 0.001519 0.003297 0.005121 0.006944 0.008748
8.04 0.000000 0.001519 0.003298 0.005121 0.006945 0.008749
8.05 0.000000 0.001519 0.003298 0.005122 0.006946 0.008750
8.06 0.000000 0.001520 0.003299 0.005123 0.006946 0.008751
8.07 0.000000 0.001520 0.003299 0.005123 0.006947 0.008752
8.08 0.000000 0.001520 0.003299 0.005124 0.006948 0.008753
8.09 0.000000 0.001520 0.003300 0.005125 0.006949 0.008754
8.10 0.000000 0.001520 0.003300 0.005125 0.006950 0.008755
8.11 0.000000 0.001521 0.003301 0.005126 0.006951 0.008756
8.12 0.000000 0.001521 0.003301 0.005127 0.006952 0.008758
8.13 0.000000 0.001521 0.003301 0.005127 0.006952 0.008759
8.14 0.000000 0.001521 0.003302 0.005128 0.006953 0.008760
8.15 0.000000 0.001521 0.003302 0.005128 0.006954 0.008761
8.16 0.000000 0.001522 0.003303 0.005129 0.006955 0.008762
8.17 0.000000 0.001522 0.003303 0.005130 0.006956 0.008763
8.18 0.000000 0.001522 0.003303 0.005130 0.006957 0.008764
8.19 0.000000 0.001522 0.003304 0.005131 0.006958 0.008765
