x i1 i2 i3 i4 i5 i6 i7 i8
3.070000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.080000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.090000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.100000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.110000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.120000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.130000 0.000000 0.000098 0.000221 0.000356 0.000498 0.000645 0.000796 0.000950
3.140000 0.000000 0.000098 0.000222 0.000356 0.000498 0.000645 0.000796 0.000951
3.150000 0.000000 0.000098 0.000222 0.000356 0.000498 0.000645 0.000796 0.000951
3.160000 0.000000 0.000098 0.000222 0.000356 0.000498 0.000645 0.000796 0.000951
3.170000 0.000000 0.000098 0.000222 0.000356 0.000498 0.000645 0.000797 0.000951
3.180000 0.000000 0.000098 0.000222 0.000356 0.000498 0.000646 0.000797 0.000951
3.190000 0.000000 0.000098 0.000222 0.000357 0.000498 0.000646 0.000797 0.000951
3.200000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000797 0.000951
3.210000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000797 0.000951
3.220000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000797 0.000952
3.230000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000797 0.000952
3.240000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000797 0.000952
3.250000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000797 0.000952
3.260000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000798 0.000952
3.270000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000798 0.000952
3.280000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000798 0.000952
3.290000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000646 0.000798 0.000952
3.300000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000647 0.000798 0.000953
3.310000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000647 0.000798 0.000953
3.320000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000647 0.000798 0.000953
3.330000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000647 0.000798 0.000953
3.340000 0.000000 0.000098 0.000222 0.000357 0.000499 0.000647 0.000798 0.000953
3.350000 0.000000 0.000098 0.000222 0.000357 0.000500 0.000647 0.000798 0.000953
3.360000 0.000000 0.000098 0.000222 0.000357 0.000500 0.000647 0.000799 0.000953
3.370000 0.000000 0.000098 0.000222 0.000357 0.000500 0.000647 0.000799 0.000953
3.380000 0.000000 0.000098 0.000222 0.000357 0.000500 0.000647 0.000799 0.000954
3.390000 0.000000 0.000098 0.000222 0.000357 0.000500 0.000647 0.000799 0.000954
3.400000 0.000000 0.000098 0.000222 0.000357 0.000500 0.000647 0.000799 0.000954
3.410000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000647 0.000799 0.000954
3.420000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000799 0.000954
3.430000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000799 0.000954
3.440000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000799 0.000954
3.450000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000800 0.000954
3.460000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000800 0.000955
3.470000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000800 0.000955
3.480000 0.000000 0.000098 0.000222 0.000358 0.000500 0.000648 0.000800 0.000955
3.490000 0.000000 0.000098 0.000223 0.000358 0.000500 0.000648 0.000800 0.000955
3.500000 0.000000 0.000098 0.000223 0.000358 0.000500 0.000648 0.000800 0.000955
3.510000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000648 0.000800 0.000955
3.520000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000648 0.000800 0.000955
3.530000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000648 0.000800 0.000955
3.540000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000800 0.000956
3.550000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.560000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.570000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.580000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.590000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.600000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.610000 0.000000 0.000098 0.000223 0.000358 0.000501 0.000649 0.000801 0.000956
3.620000 0.000000 0.000098 0.000223 0.000359 0.000501 0.000649 0.000801 0.000957
3.630000 0.000000 0.000098 0.000223 0.000359 0.000501 0.000649 0.000801 0.000957
3.640000 0.000000 0.000098 0.000223 0.000359 0.000501 0.000649 0.000801 0.000957
3.650000 0.000000 0.000098 0.000223 0.000359 0.000501 0.000650 0.000802 0.000957
3.660000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000957
3.670000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000957
3.680000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000957
3.690000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000957
3.700000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000958
3.710000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000958
3.720000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000958
3.730000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000802 0.000958
3.740000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000803 0.000958
3.750000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000803 0.000958
3.760000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000650 0.000803 0.000958
3.770000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000651 0.000803 0.000958
3.780000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000651 0.000803 0.000959
3.790000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000651 0.000803 0.000959
3.800000 0.000000 0.000098 0.000223 0.000359 0.000502 0.000651 0.000803 0.000959
3.810000 0.000000 0.000099 0.000223 0.000359 0.000503 0.000651 0.000803 0.000959
3.820000 0.000000 0.000099 0.000223 0.000359 0.000503 0.000651 0.000803 0.000959
3.830000 0.000000 0.000099 0.000224 0.000359 0.000503 0.000651 0.000803 0.000959
3.840000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000651 0.000804 0.000959
3.850000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000651 0.000804 0.000959
3.860000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000651 0.000804 0.000960
3.870000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000651 0.000804 0.000960
3.880000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000651 0.000804 0.000960
3.890000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000804 0.000960
3.900000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000804 0.000960
3.910000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000804 0.000960
3.920000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000804 0.000960
3.930000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000805 0.000960
3.940000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000805 0.000961
3.950000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000805 0.000961
3.960000 0.000000 0.000099 0.000224 0.000360 0.000503 0.000652 0.000805 0.000961
3.970000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000652 0.000805 0.000961
3.980000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000652 0.000805 0.000961
3.990000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000652 0.000805 0.000961
4.000000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000652 0.000805 0.000961
4.010000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000653 0.000805 0.000961
4.020000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000653 0.000805 0.000962
4.030000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000653 0.000806 0.000962
4.040000 0.000000 0.000099 0.000224 0.000360 0.000504 0.000653 0.000806 0.000962
4.050000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000962
4.060000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000962
4.070000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000962
4.080000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000962
4.090000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000962
4.100000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000963
4.110000 0.000000 0.000099 0.000224 0.000361 0.000504 0.000653 0.000806 0.000963
4.120000 0.000000 0.000099 0.000224 0.000361 0.000505 0.000653 0.000806 0.000963
4.130000 0.000000 0.000099 0.000224 0.000361 0.000505 0.000654 0.000807 0.000963
4.140000 0.000000 0.000099 0.000224 0.000361 0.000505 0.000654 0.000807 0.000963
4.150000 0.000000 0.000099 0.000224 0.000361 0.000505 0.000654 0.000807 0.000963
4.160000 0.000000 0.000099 0.000224 0.000361 0.000505 0.000654 0.000807 0.000963
4.170000 0.000000 0.000099 0.000224 0.000361 0.000505 0.000654 0.000807 0.000963
4.180000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000807 0.000964
4.190000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000807 0.000964
4.200000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000807 0.000964
4.210000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000807 0.000964
4.220000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000808 0.000964
4.230000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000808 0.000964
4.240000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000654 0.000808 0.000964
4.250000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000655 0.000808 0.000964
4.260000 0.000000 0.000099 0.000225 0.000361 0.000505 0.000655 0.000808 0.000965
4.270000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000808 0.000965
4.280000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000808 0.000965
4.290000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000808 0.000965
4.300000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000808 0.000965
4.310000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000808 0.000965
4.320000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000809 0.000965
4.330000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000809 0.000965
4.340000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000809 0.000966
4.350000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000809 0.000966
4.360000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000655 0.000809 0.000966
4.370000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000656 0.000809 0.000966
4.380000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000656 0.000809 0.000966
4.390000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000656 0.000809 0.000966
4.400000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000656 0.000809 0.000966
4.410000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000656 0.000810 0.000966
4.420000 0.000000 0.000099 0.000225 0.000362 0.000506 0.000656 0.000810 0.000966
4.430000 0.000000 0.000099 0.000225 0.000362 0.000507 0.000656 0.000810 0.000967
4.440000 0.000000 0.000099 0.000225 0.000362 0.000507 0.000656 0.000810 0.000967
4.450000 0.000000 0.000099 0.000225 0.000362 0.000507 0.000656 0.000810 0.000967
4.460000 0.000000 0.000099 0.000225 0.000362 0.000507 0.000656 0.000810 0.000967
4.470000 0.000000 0.000099 0.000225 0.000362 0.000507 0.000656 0.000810 0.000967
4.480000 0.000000 0.000099 0.000225 0.000363 0.000507 0.000657 0.000810 0.000967
4.490000 0.000000 0.000099 0.000225 0.000363 0.000507 0.000657 0.000810 0.000967
4.500000 0.000000 0.000099 0.000225 0.000363 0.000507 0.000657 0.000810 0.000967
4.510000 0.000000 0.000099 0.000225 0.000363 0.000507 0.000657 0.000811 0.000968
4.520000 0.000000 0.000099 0.000225 0.000363 0.000507 0.000657 0.000811 0.000968
4.530000 0.000000 0.000099 0.000226 0.000363 0.000507 0.000657 0.000811 0.000968
4.540000 0.000000 0.000099 0.000226 0.000363 0.000507 0.000657 0.000811 0.000968
4.550000 0.000000 0.000099 0.000226 0.000363 0.000507 0.000657 0.000811 0.000968
4.560000 0.000000 0.000099 0.000226 0.000363 0.000507 0.000657 0.000811 0.000968
4.570000 0.000000 0.000099 0.000226 0.000363 0.000507 0.000657 0.000811 0.000968
4.580000 0.000000 0.000099 0.000226 0.000363 0.000508 0.000657 0.000811 0.000968
4.590000 0.000000 0.000099 0.000226 0.000363 0.000508 0.000657 0.000811 0.000969
4.600000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000811 0.000969
4.610000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000969
4.620000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000969
4.630000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000969
4.640000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000969
4.650000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000969
4.660000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000969
4.670000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000970
4.680000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000970
4.690000 0.000000 0.000100 0.000226 0.000363 0.000508 0.000658 0.000812 0.000970
4.700000 0.000000 0.000100 0.000226 0.000364 0.000508 0.000658 0.000813 0.000970
4.710000 0.000000 0.000100 0.000226 0.000364 0.000508 0.000658 0.000813 0.000970
4.720000 0.000000 0.000100 0.000226 0.000364 0.000508 0.000659 0.000813 0.000970
4.730000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000970
4.740000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000970
4.750000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000971
4.760000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000971
4.770000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000971
4.780000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000971
4.790000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000813 0.000971
4.800000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000814 0.000971
4.810000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000814 0.000971
4.820000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000814 0.000971
4.830000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000659 0.000814 0.000972
4.840000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000660 0.000814 0.000972
4.850000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000660 0.000814 0.000972
4.860000 0.000000 0.000100 0.000226 0.000364 0.000509 0.000660 0.000814 0.000972
4.870000 0.000000 0.000100 0.000227 0.000364 0.000509 0.000660 0.000814 0.000972
4.880000 0.000000 0.000100 0.000227 0.000364 0.000509 0.000660 0.000814 0.000972
4.890000 0.000000 0.000100 0.000227 0.000364 0.000510 0.000660 0.000814 0.000972
4.900000 0.000000 0.000100 0.000227 0.000364 0.000510 0.000660 0.000815 0.000972
4.910000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000660 0.000815 0.000973
4.920000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000660 0.000815 0.000973
4.930000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000660 0.000815 0.000973
4.940000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000660 0.000815 0.000973
4.950000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000660 0.000815 0.000973
4.960000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000815 0.000973
4.970000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000815 0.000973
4.980000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000815 0.000973
4.990000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000816 0.000974
5.000000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000816 0.000974
5.010000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000816 0.000974
5.020000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000816 0.000974
5.030000 0.000000 0.000100 0.000227 0.000365 0.000510 0.000661 0.000816 0.000974
5.040000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000661 0.000816 0.000974
5.050000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000661 0.000816 0.000974
5.060000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000661 0.000816 0.000974
5.070000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000661 0.000816 0.000975
5.080000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000662 0.000816 0.000975
5.090000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000662 0.000817 0.000975
5.100000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000662 0.000817 0.000975
5.110000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000662 0.000817 0.000975
5.120000 0.000000 0.000100 0.000227 0.000365 0.000511 0.000662 0.000817 0.000975
5.130000 0.000000 0.000100 0.000227 0.000366 0.000511 0.000662 0.000817 0.000975
5.140000 0.000000 0.000100 0.000227 0.000366 0.000511 0.000662 0.000817 0.000975
5.150000 0.000000 0.000100 0.000227 0.000366 0.000511 0.000662 0.000817 0.000976
5.160000 0.000000 0.000100 0.000227 0.000366 0.000511 0.000662 0.000817 0.000976
5.170000 0.000000 0.000100 0.000227 0.000366 0.000511 0.000662 0.000817 0.000976
5.180000 0.000000 0.000100 0.000227 0.000366 0.000511 0.000662 0.000818 0.000976
5.190000 0.000000 0.000100 0.000227 0.000366 0.000512 0.000662 0.000818 0.000976
5.200000 0.000000 0.000100 0.000227 0.000366 0.000512 0.000663 0.000818 0.000976
5.210000 0.000000 0.000100 0.000227 0.000366 0.000512 0.000663 0.000818 0.000976
5.220000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000818 0.000976
5.230000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000818 0.000977
5.240000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000818 0.000977
5.250000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000818 0.000977
5.260000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000818 0.000977
5.270000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000818 0.000977
5.280000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000819 0.000977
5.290000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000819 0.000977
5.300000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000663 0.000819 0.000977
5.310000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000664 0.000819 0.000978
5.320000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000664 0.000819 0.000978
5.330000 0.000000 0.000100 0.000228 0.000366 0.000512 0.000664 0.000819 0.000978
5.340000 0.000000 0.000100 0.000228 0.000367 0.000512 0.000664 0.000819 0.000978
5.350000 0.000000 0.000100 0.000228 0.000367 0.000513 0.000664 0.000819 0.000978
5.360000 0.000000 0.000100 0.000228 0.000367 0.000513 0.000664 0.000819 0.000978
5.370000 0.000000 0.000100 0.000228 0.000367 0.000513 0.000664 0.000819 0.000978
5.380000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000664 0.000820 0.000978
5.390000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000664 0.000820 0.000979
5.400000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000664 0.000820 0.000979
5.410000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000664 0.000820 0.000979
5.420000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000664 0.000820 0.000979
5.430000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000820 0.000979
5.440000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000820 0.000979
5.450000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000820 0.000979
5.460000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000820 0.000979
5.470000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000821 0.000980
5.480000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000821 0.000980
5.490000 0.000000 0.000101 0.000228 0.000367 0.000513 0.000665 0.000821 0.000980
5.500000 0.000000 0.000101 0.000228 0.000367 0.000514 0.000665 0.000821 0.000980
5.510000 0.000000 0.000101 0.000228 0.000367 0.000514 0.000665 0.000821 0.000980
5.520000 0.000000 0.000101 0.000228 0.000367 0.000514 0.000665 0.000821 0.000980
5.530000 0.000000 0.000101 0.000228 0.000367 0.000514 0.000665 0.000821 0.000980
5.540000 0.000000 0.000101 0.000228 0.000367 0.000514 0.000665 0.000821 0.000980
5.550000 0.000000 0.000101 0.000228 0.000368 0.000514 0.000666 0.000821 0.000981
5.560000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000821 0.000981
5.570000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000981
5.580000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000981
5.590000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000981
5.600000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000981
5.610000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000981
5.620000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000981
5.630000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000982
5.640000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000982
5.650000 0.000000 0.000101 0.000229 0.000368 0.000514 0.000666 0.000822 0.000982
5.660000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000666 0.000823 0.000982
5.670000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000982
5.680000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000982
5.690000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000982
5.700000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000982
5.710000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000983
5.720000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000983
5.730000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000983
5.740000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000983
5.750000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000823 0.000983
5.760000 0.000000 0.000101 0.000229 0.000368 0.000515 0.000667 0.000824 0.000983
5.770000 0.000000 0.000101 0.000229 0.000369 0.000515 0.000667 0.000824 0.000983
5.780000 0.000000 0.000101 0.000229 0.000369 0.000515 0.000667 0.000824 0.000983
5.790000 0.000000 0.000101 0.000229 0.000369 0.000515 0.000668 0.000824 0.000984
5.800000 0.000000 0.000101 0.000229 0.000369 0.000515 0.000668 0.000824 0.000984
5.810000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000824 0.000984
5.820000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000824 0.000984
5.830000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000824 0.000984
5.840000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000824 0.000984
5.850000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000824 0.000984
5.860000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000825 0.000984
5.870000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000825 0.000985
5.880000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000825 0.000985
5.890000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000825 0.000985
5.900000 0.000000 0.000101 0.000229 0.000369 0.000516 0.000668 0.000825 0.000985
5.910000 0.000000 0.000101 0.000230 0.000369 0.000516 0.000669 0.000825 0.000985
5.920000 0.000000 0.000101 0.000230 0.000369 0.000516 0.000669 0.000825 0.000985
5.930000 0.000000 0.000101 0.000230 0.000369 0.000516 0.000669 0.000825 0.000985
5.940000 0.000000 0.000101 0.000230 0.000369 0.000516 0.000669 0.000825 0.000985
5.950000 0.000000 0.000101 0.000230 0.000369 0.000516 0.000669 0.000826 0.000986
5.960000 0.000000 0.000101 0.000230 0.000369 0.000517 0.000669 0.000826 0.000986
5.970000 0.000000 0.000101 0.000230 0.000369 0.000517 0.000669 0.000826 0.000986
5.980000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000669 0.000826 0.000986
5.990000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000669 0.000826 0.000986
6.000000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000669 0.000826 0.000986
6.010000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000669 0.000826 0.000986
6.020000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000669 0.000826 0.000986
6.030000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000826 0.000986
6.040000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000826 0.000987
6.050000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.060000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.070000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.080000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.090000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.100000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.110000 0.000000 0.000101 0.000230 0.000370 0.000517 0.000670 0.000827 0.000987
6.120000 0.000000 0.000101 0.000230 0.000370 0.000518 0.000670 0.000827 0.000988
6.130000 0.000000 0.000101 0.000230 0.000370 0.000518 0.000670 0.000827 0.000988
6.140000 0.000000 0.000101 0.000230 0.000370 0.000518 0.000671 0.000828 0.000988
6.150000 0.000000 0.000101 0.000230 0.000370 0.000518 0.000671 0.000828 0.000988
6.160000 0.000000 0.000102 0.000230 0.000370 0.000518 0.000671 0.000828 0.000988
