time	V(out)	V(n001)
3.248719654990088e-03	1.305523e+01	3.377461e+00
3.269645994275801e-03	1.305444e+01	3.808094e+00
3.290572333561515e-03	1.305330e+01	4.213549e+00
3.311498672847229e-03	1.305183e+01	4.593828e+00
3.321961842490086e-03	1.305102e+01	4.777525e+00
3.332425012132943e-03	1.304844e+01	4.956405e+00
3.342888181775800e-03	1.304408e+01	5.130466e+00
3.353351351418656e-03	1.303795e+01	5.299709e+00
3.363814521061514e-03	1.303005e+01	5.464135e+00
3.374277690704370e-03	1.302037e+01	5.623741e+00
3.384740860347227e-03	1.300891e+01	5.778530e+00
3.394506485347227e-03	1.298947e+01	5.919024e+00
3.399389297847227e-03	1.297647e+01	5.987991e+00
3.399465591792539e-03	1.297128e+01	5.989060e+00
3.399484665278868e-03	1.296955e+01	5.989326e+00
3.399522812251524e-03	1.296786e+01	5.989858e+00
3.399532348994688e-03	1.296752e+01	5.989991e+00
3.399556190852598e-03	1.296671e+01	5.990324e+00
3.399565727595763e-03	1.296625e+01	5.990457e+00
3.399584801082091e-03	1.296505e+01	5.990722e+00
3.399589569453673e-03	1.296457e+01	5.990788e+00
3.399599106196837e-03	1.296203e+01	5.990921e+00
3.399618179683165e-03	1.295007e+01	5.991187e+00
3.399629995146131e-03	1.293266e+01	5.991351e+00
3.399640984994403e-03	1.289843e+01	5.991502e+00
3.399650886697410e-03	1.283733e+01	5.991638e+00
3.399661396098552e-03	1.270735e+01	5.991778e+00
3.399672863856754e-03	1.242305e+01	5.991926e+00
3.399684073895449e-03	1.186547e+01	5.992058e+00
3.399695874030900e-03	1.076963e+01	5.992170e+00
3.399708085875649e-03	8.931652e+00	5.992237e+00
3.399723089857151e-03	5.937324e+00	5.992227e+00
3.399738716039559e-03	2.477536e+00	5.992101e+00
3.399753208363830e-03	-7.885537e-01	5.991868e+00
3.399768695031277e-03	-4.321945e+00	5.991488e+00
3.399788081323095e-03	-8.653401e+00	5.990838e+00
3.399808119227373e-03	-1.279643e+01	5.990026e+00
3.399808418548659e-03	-1.284744e+01	5.990013e+00
3.399809017191231e-03	-1.292203e+01	5.989985e+00
3.399810214476376e-03	-1.301087e+01	5.989927e+00
3.399812609046665e-03	-1.306647e+01	5.989814e+00
3.399815184770739e-03	-1.306418e+01	5.989692e+00
3.399818013693074e-03	-1.305451e+01	5.989559e+00
3.399822259131631e-03	-1.305218e+01	5.989362e+00
3.399830750008745e-03	-1.305200e+01	5.988969e+00
3.399847731762974e-03	-1.305228e+01	5.988187e+00
3.399868873918490e-03	-1.305240e+01	5.987217e+00
3.399897158379316e-03	-1.305242e+01	5.985921e+00
3.417982596103053e-03	-1.305270e+01	5.181244e+00
3.436068033826791e-03	-1.305296e+01	4.410105e+00
3.454153471550529e-03	-1.305321e+01	3.672504e+00
3.472238909274266e-03	-1.305345e+01	2.968442e+00
3.490324346998004e-03	-1.305368e+01	2.297918e+00
3.508409784721742e-03	-1.305389e+01	1.660932e+00
3.526495222445480e-03	-1.305409e+01	1.057485e+00
3.536260847445480e-03	-1.305420e+01	7.414563e-01
3.546026472445479e-03	-1.305431e+01	4.334845e-01
3.550909284945479e-03	-1.305436e+01	2.824556e-01
3.555792097445479e-03	-1.305441e+01	1.333643e-01
3.560674909945479e-03	-1.305446e+01	-1.381429e-02
3.565557722445479e-03	-1.305451e+01	-1.591046e-01
3.570440534945479e-03	-1.305455e+01	-3.025310e-01
3.580206159945479e-03	-1.305465e+01	-5.838870e-01
3.594854597445478e-03	-1.305479e+01	-9.925290e-01
3.609503034945478e-03	-1.305492e+01	-1.385644e+00
3.630429374231192e-03	-1.305549e+01	-1.917919e+00
3.651355713516906e-03	-1.305572e+01	-2.424973e+00
3.672282052802619e-03	-1.305563e+01	-2.906806e+00
3.693208392088333e-03	-1.305519e+01	-3.363418e+00
3.714134731374047e-03	-1.305442e+01	-3.794810e+00
3.735061070659761e-03	-1.305332e+01	-4.200981e+00
3.755987409945475e-03	-1.305188e+01	-4.581931e+00
3.766450579588332e-03	-1.305106e+01	-4.765952e+00
3.776913749231189e-03	-1.304851e+01	-4.945150e+00
3.787376918874046e-03	-1.304424e+01	-5.119524e+00
3.797840088516902e-03	-1.303826e+01	-5.289074e+00
3.808303258159759e-03	-1.303055e+01	-5.453800e+00
3.818766427802616e-03	-1.302113e+01	-5.613703e+00
3.829229597445473e-03	-1.300999e+01	-5.768781e+00
3.838995222445473e-03	-1.299142e+01	-5.909559e+00
3.843878034945473e-03	-1.297678e+01	-5.978655e+00
3.844388567165452e-03	-1.297172e+01	-5.985804e+00
3.844687690972434e-03	-1.296738e+01	-5.989977e+00
3.844702473192134e-03	-1.296688e+01	-5.990183e+00
3.844732037631534e-03	-1.296551e+01	-5.990595e+00
3.844739428741384e-03	-1.296485e+01	-5.990698e+00
3.844754210961084e-03	-1.296221e+01	-5.990904e+00
3.844765116735377e-03	-1.295713e+01	-5.991056e+00
3.844780458050668e-03	-1.294066e+01	-5.991269e+00
3.844791583562336e-03	-1.291492e+01	-5.991423e+00
3.844801970912766e-03	-1.286614e+01	-5.991566e+00
3.844812079073118e-03	-1.276950e+01	-5.991703e+00
3.844823899373329e-03	-1.254329e+01	-5.991858e+00
3.844834836428068e-03	-1.211585e+01	-5.991992e+00
3.844846787854912e-03	-1.121481e+01	-5.992116e+00
3.844858523015032e-03	-9.693631e+00	-5.992200e+00
3.844872345754750e-03	-7.139017e+00	-5.992226e+00
3.844887275100379e-03	-3.904276e+00	-5.992147e+00
3.844903321348736e-03	-2.946080e-01	-5.991935e+00
3.844919011290964e-03	3.265450e+00	-5.991594e+00
3.844937163173524e-03	7.476259e+00	-5.991034e+00
3.844957093297022e-03	1.219234e+01	-5.990269e+00
3.844958954463850e-03	1.260458e+01	-5.990182e+00
3.844961274579482e-03	1.294727e+01	-5.990072e+00
3.844964056989600e-03	1.307982e+01	-5.989939e+00
3.844966552538498e-03	1.306781e+01	-5.989820e+00
3.844969362429433e-03	1.305182e+01	-5.989688e+00
3.844972327019863e-03	1.305213e+01	-5.989549e+00
3.844977264423032e-03	1.305206e+01	-5.989320e+00
3.844987139229370e-03	1.305296e+01	-5.988863e+00
3.845005208422196e-03	1.305318e+01	-5.988033e+00
3.845029251766046e-03	1.305320e+01	-5.986930e+00
3.845058156404616e-03	1.305318e+01	-5.985606e+00
3.863208324823816e-03	1.305342e+01	-5.178131e+00
3.881358493243016e-03	1.305365e+01	-4.404417e+00
3.899508661662215e-03	1.305388e+01	-3.664463e+00
3.917658830081415e-03	1.305411e+01	-2.958269e+00
3.935808998500614e-03	1.305433e+01	-2.285835e+00
3.953959166919815e-03	1.305455e+01	-1.647161e+00
3.972109335339014e-03	1.305477e+01	-1.042248e+00
3.981874960339014e-03	1.305488e+01	-7.265929e-01
3.991640585339014e-03	1.305498e+01	-4.189852e-01
3.996523397839014e-03	1.305503e+01	-2.681349e-01
4.001406210339013e-03	1.305508e+01	-1.192198e-01
4.006289022839013e-03	1.305513e+01	2.778469e-02
4.011171835339013e-03	1.305518e+01	1.729032e-01
4.016054647839013e-03	1.305523e+01	3.161600e-01
4.025820272839013e-03	1.305532e+01	5.971833e-01
4.040468710339013e-03	1.305546e+01	1.005342e+00
4.055117147839012e-03	1.305559e+01	1.397992e+00
4.076043487124727e-03	1.305616e+01	1.929638e+00
4.096969826410440e-03	1.305639e+01	2.436092e+00
4.117896165696154e-03	1.305629e+01	2.917355e+00
4.138822504981867e-03	1.305586e+01	3.373427e+00
4.159748844267582e-03	1.305509e+01	3.804308e+00
4.180675183553295e-03	1.305398e+01	4.209999e+00
4.201601522839009e-03	1.305254e+01	4.590498e+00
4.211367147839009e-03	1.305170e+01	4.762243e+00
4.221132772839009e-03	1.304931e+01	4.929764e+00
4.230898397839009e-03	1.304538e+01	5.093061e+00
4.240664022839008e-03	1.303988e+01	5.252135e+00
4.250429647839008e-03	1.303284e+01	5.406985e+00
4.260195272839008e-03	1.302425e+01	5.557610e+00
4.269960897839008e-03	1.301411e+01	5.704012e+00
4.274843710339008e-03	1.300714e+01	5.775791e+00
4.279726522839008e-03	1.300534e+01	5.846786e+00
4.280336874401508e-03	1.300353e+01	5.855587e+00
4.281557577526508e-03	1.299842e+01	5.873085e+00
4.284723815237072e-03	1.299093e+01	5.918169e+00
4.288083228895221e-03	1.298072e+01	5.965629e+00
4.288164590474391e-03	1.298034e+01	5.966771e+00
4.288490036791073e-03	1.297881e+01	5.971334e+00
4.288923965213314e-03	1.297590e+01	5.977406e+00
4.289791822057797e-03	1.296802e+01	5.989533e+00
4.289811897864947e-03	1.296764e+01	5.989813e+00
4.289852049479248e-03	1.296638e+01	5.990373e+00
4.289862087382823e-03	1.296585e+01	5.990513e+00
4.289882163189974e-03	1.296413e+01	5.990792e+00
4.289887182141762e-03	1.296329e+01	5.990862e+00
4.289897220045337e-03	1.295904e+01	5.991002e+00
4.289914321079699e-03	1.294272e+01	5.991240e+00
4.289926162226896e-03	1.291730e+01	5.991404e+00
4.289936896101547e-03	1.286919e+01	5.991551e+00
4.289947016396799e-03	1.277536e+01	5.991688e+00
4.289958972696508e-03	1.255257e+01	5.991845e+00
4.289969872884547e-03	1.213598e+01	5.991979e+00
4.289981880701823e-03	1.124785e+01	5.992105e+00
4.289993565013447e-03	9.754281e+00	5.992191e+00
4.290007334169081e-03	7.228651e+00	5.992218e+00
4.290022252538277e-03	4.004598e+00	5.992143e+00
4.290038348876702e-03	3.847278e-01	5.991934e+00
4.290054057907918e-03	-3.178790e+00	5.991596e+00
4.290072353061516e-03	-7.420948e+00	5.991034e+00
4.290091321773972e-03	-1.190609e+01	5.990314e+00
4.290092498559268e-03	-1.218316e+01	5.990262e+00
4.290094852129859e-03	-1.267213e+01	5.990152e+00
4.290097383917778e-03	-1.298922e+01	5.990031e+00
4.290100372913093e-03	-1.308148e+01	5.989889e+00
4.290102598251818e-03	-1.306450e+01	5.989783e+00
4.290105613661528e-03	-1.305226e+01	5.989642e+00
4.290109009029739e-03	-1.305343e+01	5.989483e+00
4.290113687687482e-03	-1.305286e+01	5.989265e+00
4.290123045002966e-03	-1.305282e+01	5.988833e+00
4.290141759633936e-03	-1.305290e+01	5.987974e+00
4.290165673543276e-03	-1.305296e+01	5.986877e+00
4.290195678189728e-03	-1.305294e+01	5.985502e+00
4.308425008019779e-03	-1.305319e+01	5.174636e+00
4.326654337849828e-03	-1.305344e+01	4.397801e+00
4.344883667679878e-03	-1.305368e+01	3.654997e+00
4.363112997509928e-03	-1.305391e+01	2.946224e+00
4.381342327339978e-03	-1.305414e+01	2.271483e+00
4.399571657170027e-03	-1.305436e+01	1.630774e+00
4.417800987000078e-03	-1.305457e+01	1.024095e+00
4.427566612000077e-03	-1.305468e+01	7.089077e-01
4.437332237000077e-03	-1.305478e+01	4.017555e-01
4.442215049500077e-03	-1.305483e+01	2.511285e-01
4.447097862000077e-03	-1.305488e+01	1.024340e-01
4.451980674500077e-03	-1.305493e+01	-4.435290e-02
4.456863487000077e-03	-1.305498e+01	-1.892566e-01
4.461746299500077e-03	-1.305503e+01	-3.323013e-01
4.471511924500076e-03	-1.305512e+01	-6.129085e-01
4.486160362000076e-03	-1.305526e+01	-1.020463e+00
4.500808799500076e-03	-1.305539e+01	-1.412532e+00
4.521735138785790e-03	-1.305597e+01	-1.943391e+00
4.542661478071503e-03	-1.305620e+01	-2.449095e+00
4.563587817357218e-03	-1.305609e+01	-2.929646e+00
4.584514156642931e-03	-1.305564e+01	-3.385042e+00
4.605440495928645e-03	-1.305485e+01	-3.815284e+00
4.626366835214358e-03	-1.305371e+01	-4.220371e+00
4.647293174500073e-03	-1.305223e+01	-4.600305e+00
4.657058799500072e-03	-1.305138e+01	-4.771790e+00
4.666824424500072e-03	-1.304899e+01	-4.939060e+00
4.676590049500072e-03	-1.304505e+01	-5.102112e+00
4.686355674500072e-03	-1.303957e+01	-5.260948e+00
4.696121299500072e-03	-1.303255e+01	-5.415567e+00
4.705886924500071e-03	-1.302399e+01	-5.565969e+00
4.715652549500071e-03	-1.301388e+01	-5.712154e+00
4.720535362000071e-03	-1.300704e+01	-5.783826e+00
4.725418174500071e-03	-1.300395e+01	-5.854717e+00
4.727249229187571e-03	-1.299729e+01	-5.880973e+00
4.730378154102227e-03	-1.298951e+01	-5.925454e+00
4.733689184907024e-03	-1.297797e+01	-5.972130e+00
4.734452124360149e-03	-1.297379e+01	-5.982822e+00
4.734786905983503e-03	-1.297065e+01	-5.987498e+00
4.734925066579991e-03	-1.296843e+01	-5.989425e+00
4.734974409650165e-03	-1.296717e+01	-5.990113e+00
4.734999081185252e-03	-1.296623e+01	-5.990457e+00
4.735008949799287e-03	-1.296550e+01	-5.990594e+00
4.735028687027357e-03	-1.296310e+01	-5.990869e+00
4.735033621334374e-03	-1.296184e+01	-5.990938e+00
4.735043489948409e-03	-1.295628e+01	-5.991075e+00
4.735058018283407e-03	-1.293960e+01	-5.991277e+00
4.735068810381401e-03	-1.291372e+01	-5.991426e+00
4.735079032243572e-03	-1.286464e+01	-5.991566e+00
4.735089135364806e-03	-1.276660e+01	-5.991703e+00
4.735100891125947e-03	-1.253871e+01	-5.991857e+00
4.735111846377357e-03	-1.210592e+01	-5.991991e+00
4.735123770991469e-03	-1.119856e+01	-5.992115e+00
4.735135531261590e-03	-9.663830e+00	-5.992198e+00
4.735149381500378e-03	-7.094801e+00	-5.992222e+00
4.735164344679643e-03	-3.848723e+00	-5.992142e+00
4.735180362757879e-03	-2.449417e-01	-5.991929e+00
4.735196044194374e-03	3.313719e+00	-5.991586e+00
4.735214134246377e-03	7.511280e+00	-5.991026e+00
4.735233991728142e-03	1.221077e+01	-5.990263e+00
4.735235670808489e-03	1.258418e+01	-5.990184e+00
4.735237992408243e-03	1.293599e+01	-5.990074e+00
4.735240694417241e-03	1.307741e+01	-5.989945e+00
4.735243249448317e-03	1.306900e+01	-5.989824e+00
4.735246080460670e-03	1.305237e+01	-5.989690e+00
4.735248993418035e-03	1.305215e+01	-5.989554e+00
4.735254342638205e-03	1.305209e+01	-5.989305e+00
4.735265041078546e-03	1.305292e+01	-5.988811e+00
4.735283226424396e-03	1.305313e+01	-5.987975e+00
4.735307338088315e-03	1.305315e+01	-5.986870e+00
4.735336717708994e-03	1.305314e+01	-5.985524e+00
4.753521197894059e-03	1.305338e+01	-5.176578e+00
4.771705678079125e-03	1.305361e+01	-4.401511e+00
4.789890158264191e-03	1.305384e+01	-3.660321e+00
4.808074638449257e-03	1.305407e+01	-2.953008e+00
4.826259118634322e-03	1.305430e+01	-2.279574e+00
4.844443598819389e-03	1.305452e+01	-1.640017e+00
4.862628079004454e-03	1.305473e+01	-1.034337e+00
4.872393704004454e-03	1.305484e+01	-7.188849e-01
4.882159329004454e-03	1.305494e+01	-4.114747e-01
4.887042141504453e-03	1.305499e+01	-2.607211e-01
4.891924954004453e-03	1.305504e+01	-1.119016e-01
4.896807766504453e-03	1.305509e+01	3.500856e-02
4.901690579004453e-03	1.305514e+01	1.800340e-01
4.906573391504453e-03	1.305519e+01	3.231988e-01
4.916339016504453e-03	1.305529e+01	6.040419e-01
4.930987454004452e-03	1.305542e+01	1.011939e+00
4.945635891504452e-03	1.305555e+01	1.404337e+00
4.952611337933024e-03	1.305561e+01	1.585770e+00
4.959586784361595e-03	1.305567e+01	1.764033e+00
4.966562230790166e-03	1.305572e+01	1.939125e+00
4.973537677218737e-03	1.305577e+01	2.111047e+00
4.980513123647308e-03	1.305582e+01	2.279798e+00
4.987488570075880e-03	1.305586e+01	2.445379e+00
4.994464016504451e-03	1.305590e+01	2.607789e+00
4.999346829004451e-03	1.305592e+01	2.720117e+00
5.000000000000000e-03	1.305593e+01	2.735040e+00
