Freq.	V(vo)	V(vo1)
3.14050869387614e+01	(-1.59084589058460e+02dB,-9.02456631194848e+01°)	(-1.59051871925532e+02dB,-9.03361210491965e+01°)
3.14774831410124e+01	(-1.59024588763945e+02dB,-9.02461373439449e+01°)	(-1.58991871703521e+02dB,-9.03363755945397e+01°)
3.15500462337455e+01	(-1.58964588468049e+02dB,-9.02466128734425e+01°)	(-1.58931871479771e+02dB,-9.03366319233235e+01°)
3.16227766016830e+01	(-1.58904588170765e+02dB,-9.02470897104993e+01°)	(-1.58871871254277e+02dB,-9.03368900369252e+01°)
3.16956746304341e+01	(-1.58844587872086e+02dB,-9.02475678576435e+01°)	(-1.58811871027034e+02dB,-9.03371499366897e+01°)
3.17687407064969e+01	(-1.58784587572006e+02dB,-9.02480473174107e+01°)	(-1.58751870798037e+02dB,-9.03374116241163e+01°)
3.18419752172605e+01	(-1.58724587270520e+02dB,-9.02485280923431e+01°)	(-1.58691870567281e+02dB,-9.03376751004190e+01°)
3.19153785510068e+01	(-1.58664586967620e+02dB,-9.02490101849901e+01°)	(-1.58631870334762e+02dB,-9.03379403670923e+01°)
3.19889510969132e+01	(-1.58604586663300e+02dB,-9.02494935979079e+01°)	(-1.58571870100475e+02dB,-9.03382074255392e+01°)
3.20626932450539e+01	(-1.58544586357553e+02dB,-9.02499783336600e+01°)	(-1.58511869864414e+02dB,-9.03384762771814e+01°)
3.21366053864024e+01	(-1.58484586050374e+02dB,-9.02504643948165e+01°)	(-1.58451869626575e+02dB,-9.03387469233819e+01°)
3.22106879128335e+01	(-1.58424585741755e+02dB,-9.02509517839549e+01°)	(-1.58391869386952e+02dB,-9.03390193656870e+01°)
3.22849412171255e+01	(-1.58364585431691e+02dB,-9.02514405036596e+01°)	(-1.58331869145541e+02dB,-9.03392936054465e+01°)
3.23593656929620e+01	(-1.58304585120174e+02dB,-9.02519305565220e+01°)	(-1.58271868902336e+02dB,-9.03395696441516e+01°)
3.24339617349341e+01	(-1.58244584807198e+02dB,-9.02524219451407e+01°)	(-1.58211868657332e+02dB,-9.03398474832244e+01°)
3.25087297385426e+01	(-1.58184584492756e+02dB,-9.02529146721212e+01°)	(-1.58151868410525e+02dB,-9.03401271241530e+01°)
3.25836701002001e+01	(-1.58124584176842e+02dB,-9.02534087400763e+01°)	(-1.58091868161908e+02dB,-9.03404085685540e+01°)
3.26587832172328e+01	(-1.58064583859449e+02dB,-9.02539041516257e+01°)	(-1.58031867911477e+02dB,-9.03406918177049e+01°)
3.27340694878830e+01	(-1.58004583540570e+02dB,-9.02544009093965e+01°)	(-1.57971867659225e+02dB,-9.03409768732495e+01°)
3.28095293113111e+01	(-1.57944583220198e+02dB,-9.02548990160227e+01°)	(-1.57911867405149e+02dB,-9.03412637366570e+01°)
3.28851630875975e+01	(-1.57884582898327e+02dB,-9.02553984741456e+01°)	(-1.57851867149242e+02dB,-9.03415524094166e+01°)
3.29609712177449e+01	(-1.57824582574949e+02dB,-9.02558992864135e+01°)	(-1.57791866891500e+02dB,-9.03418428931590e+01°)
3.30369541036806e+01	(-1.57764582250059e+02dB,-9.02564014554820e+01°)	(-1.57731866631915e+02dB,-9.03421351892908e+01°)
3.31131121482583e+01	(-1.57704581923649e+02dB,-9.02569049840140e+01°)	(-1.57671866370484e+02dB,-9.03424292994676e+01°)
3.31894457552602e+01	(-1.57644581595711e+02dB,-9.02574098746794e+01°)	(-1.57611866107200e+02dB,-9.03427252252487e+01°)
3.32659553293996e+01	(-1.57584581266240e+02dB,-9.02579161301555e+01°)	(-1.57551865842059e+02dB,-9.03430229681531e+01°)
3.33426412763226e+01	(-1.57524580935228e+02dB,-9.02584237531266e+01°)	(-1.57491865575053e+02dB,-9.03433225297591e+01°)
3.34195040026106e+01	(-1.57464580602669e+02dB,-9.02589327462846e+01°)	(-1.57431865306178e+02dB,-9.03436239116443e+01°)
3.34965439157819e+01	(-1.57404580268554e+02dB,-9.02594431123283e+01°)	(-1.57371865035429e+02dB,-9.03439271154486e+01°)
3.35737614242946e+01	(-1.57344579932877e+02dB,-9.02599548539641e+01°)	(-1.57311864762798e+02dB,-9.03442321427412e+01°)
3.36511569375482e+01	(-1.57284579595632e+02dB,-9.02604679739055e+01°)	(-1.57251864488281e+02dB,-9.03445389952345e+01°)
3.37287308658860e+01	(-1.57224579256810e+02dB,-9.02609824748734e+01°)	(-1.57191864211871e+02dB,-9.03448476744104e+01°)
3.38064836205973e+01	(-1.57164578916404e+02dB,-9.02614983595959e+01°)	(-1.57131863933563e+02dB,-9.03451581820347e+01°)
3.38844156139194e+01	(-1.57104578574408e+02dB,-9.02620156308086e+01°)	(-1.57071863653351e+02dB,-9.03454705197045e+01°)
3.39625272590400e+01	(-1.57044578230814e+02dB,-9.02625342912543e+01°)	(-1.57011863371229e+02dB,-9.03457846890119e+01°)
3.40408189700992e+01	(-1.56984577885615e+02dB,-9.02630543436834e+01°)	(-1.56951863087190e+02dB,-9.03461006916954e+01°)
3.41192911621920e+01	(-1.56924577538803e+02dB,-9.02635757908534e+01°)	(-1.56891862801230e+02dB,-9.03464185294566e+01°)
3.41979442513700e+01	(-1.56864577190371e+02dB,-9.02640986355294e+01°)	(-1.56831862513341e+02dB,-9.03467382038704e+01°)
3.42767786546441e+01	(-1.56804576840312e+02dB,-9.02646228804837e+01°)	(-1.56771862223518e+02dB,-9.03470597167587e+01°)
3.43557947899865e+01	(-1.56744576488619e+02dB,-9.02651485284964e+01°)	(-1.56711861931755e+02dB,-9.03473830697829e+01°)
3.44349930763329e+01	(-1.56684576135283e+02dB,-9.02656755823546e+01°)	(-1.56651861638045e+02dB,-9.03477082646033e+01°)
3.45143739335847e+01	(-1.56624575780298e+02dB,-9.02662040448532e+01°)	(-1.56591861342382e+02dB,-9.03480353030300e+01°)
3.45939377826113e+01	(-1.56564575423655e+02dB,-9.02667339187943e+01°)	(-1.56531861044760e+02dB,-9.03483641867283e+01°)
3.46736850452522e+01	(-1.56504575065348e+02dB,-9.02672652069878e+01°)	(-1.56471860745173e+02dB,-9.03486949175013e+01°)
3.47536161443196e+01	(-1.56444574705368e+02dB,-9.02677979122508e+01°)	(-1.56411860443613e+02dB,-9.03490274970163e+01°)
3.48337315036002e+01	(-1.56384574343709e+02dB,-9.02683320374080e+01°)	(-1.56351860140076e+02dB,-9.03493619271309e+01°)
3.49140315478577e+01	(-1.56324573980361e+02dB,-9.02688675852918e+01°)	(-1.56291859834554e+02dB,-9.03496982095603e+01°)
3.49945167028348e+01	(-1.56264573615319e+02dB,-9.02694045587420e+01°)	(-1.56231859527041e+02dB,-9.03500363460836e+01°)
3.50751873952558e+01	(-1.56204573248573e+02dB,-9.02699429606059e+01°)	(-1.56171859217530e+02dB,-9.03503763385833e+01°)
3.51560440528288e+01	(-1.56144572880116e+02dB,-9.02704827937385e+01°)	(-1.56111858906015e+02dB,-9.03507181887505e+01°)
3.52370871042477e+01	(-1.56084572509941e+02dB,-9.02710240610023e+01°)	(-1.56051858592489e+02dB,-9.03510618984394e+01°)
3.53183169791947e+01	(-1.56024572138039e+02dB,-9.02715667652675e+01°)	(-1.55991858276946e+02dB,-9.03514074695024e+01°)
3.53997341083425e+01	(-1.55964571764403e+02dB,-9.02721109094118e+01°)	(-1.55931857959379e+02dB,-9.03517549037334e+01°)
3.54813389233566e+01	(-1.55904571389025e+02dB,-9.02726564963207e+01°)	(-1.55871857639781e+02dB,-9.03521042029703e+01°)
3.55631318568975e+01	(-1.55844571011896e+02dB,-9.02732035288872e+01°)	(-1.55811857318145e+02dB,-9.03524553691128e+01°)
3.56451133426234e+01	(-1.55784570633009e+02dB,-9.02737520100121e+01°)	(-1.55751856994464e+02dB,-9.03528084039732e+01°)
3.57272838151919e+01	(-1.55724570252355e+02dB,-9.02743019426037e+01°)	(-1.55691856668732e+02dB,-9.03531633094219e+01°)
3.58096437102626e+01	(-1.55664569869927e+02dB,-9.02748533295782e+01°)	(-1.55631856340943e+02dB,-9.03535200874255e+01°)
3.58921934644995e+01	(-1.55604569485717e+02dB,-9.02754061738594e+01°)	(-1.55571856011087e+02dB,-9.03538787397568e+01°)
3.59749335155732e+01	(-1.55544569099716e+02dB,-9.02759604783788e+01°)	(-1.55511855679160e+02dB,-9.03542392683923e+01°)
3.60578643021632e+01	(-1.55484568711916e+02dB,-9.02765162460757e+01°)	(-1.55451855345153e+02dB,-9.03546016752428e+01°)
3.61409862639603e+01	(-1.55424568322309e+02dB,-9.02770734798973e+01°)	(-1.55391855009061e+02dB,-9.03549659621700e+01°)
3.62242998416688e+01	(-1.55364567930886e+02dB,-9.02776321827983e+01°)	(-1.55331854670874e+02dB,-9.03553321312130e+01°)
3.63078054770091e+01	(-1.55304567537640e+02dB,-9.02781923577414e+01°)	(-1.55271854330587e+02dB,-9.03557001841988e+01°)
3.63915036127197e+01	(-1.55244567142562e+02dB,-9.02787540076970e+01°)	(-1.55211853988192e+02dB,-9.03560701231570e+01°)
3.64753946925597e+01	(-1.55184566745644e+02dB,-9.02793171356433e+01°)	(-1.55151853643682e+02dB,-9.03564419500075e+01°)
3.65594791613115e+01	(-1.55124566346877e+02dB,-9.02798817445665e+01°)	(-1.55091853297050e+02dB,-9.03568156667881e+01°)
3.66437574647823e+01	(-1.55064565946252e+02dB,-9.02804478374606e+01°)	(-1.55031852948288e+02dB,-9.03571912753505e+01°)
3.67282300498074e+01	(-1.55004565543762e+02dB,-9.02810154173272e+01°)	(-1.54971852597389e+02dB,-9.03575687777921e+01°)
3.68128973642521e+01	(-1.54944565139398e+02dB,-9.02815844871762e+01°)	(-1.54911852244345e+02dB,-9.03579481760916e+01°)
3.68977598570140e+01	(-1.54884564733150e+02dB,-9.02821550500251e+01°)	(-1.54851851889149e+02dB,-9.03583294722651e+01°)
3.69828179780256e+01	(-1.54824564325012e+02dB,-9.02827271088996e+01°)	(-1.54791851531794e+02dB,-9.03587126683199e+01°)
3.70680721782565e+01	(-1.54764563914973e+02dB,-9.02833006668329e+01°)	(-1.54731851172271e+02dB,-9.03590977663276e+01°)
3.71535229097162e+01	(-1.54704563503025e+02dB,-9.02838757268667e+01°)	(-1.54671850810573e+02dB,-9.03594847682681e+01°)
3.72391706254558e+01	(-1.54644563089160e+02dB,-9.02844522920502e+01°)	(-1.54611850446693e+02dB,-9.03598736762416e+01°)
3.73250157795710e+01	(-1.54584562673368e+02dB,-9.02850303654409e+01°)	(-1.54551850080623e+02dB,-9.03602644922405e+01°)
3.74110588272043e+01	(-1.54524562255642e+02dB,-9.02856099501041e+01°)	(-1.54491849712355e+02dB,-9.03606572184933e+01°)
3.74973002245473e+01	(-1.54464561835971e+02dB,-9.02861910491131e+01°)	(-1.54431849341881e+02dB,-9.03610518568974e+01°)
3.75837404288433e+01	(-1.54404561414347e+02dB,-9.02867736655494e+01°)	(-1.54371848969193e+02dB,-9.03614484096129e+01°)
3.76703798983898e+01	(-1.54344560990762e+02dB,-9.02873578025026e+01°)	(-1.54311848594284e+02dB,-9.03618468788229e+01°)
3.77572190925405e+01	(-1.54284560565206e+02dB,-9.02879434630700e+01°)	(-1.54251848217145e+02dB,-9.03622472665402e+01°)
3.78442584717082e+01	(-1.54224560137669e+02dB,-9.02885306503573e+01°)	(-1.54191847837769e+02dB,-9.03626495749206e+01°)
3.79314984973671e+01	(-1.54164559708144e+02dB,-9.02891193674782e+01°)	(-1.54131847456147e+02dB,-9.03630538061042e+01°)
3.80189396320550e+01	(-1.54104559276621e+02dB,-9.02897096175546e+01°)	(-1.54071847072272e+02dB,-9.03634599622558e+01°)
3.81065823393762e+01	(-1.54044558843091e+02dB,-9.02903014037164e+01°)	(-1.54011846686135e+02dB,-9.03638680454765e+01°)
3.81944270840035e+01	(-1.53984558407544e+02dB,-9.02908947291017e+01°)	(-1.53951846297728e+02dB,-9.03642780579748e+01°)
3.82824743316811e+01	(-1.53924557969972e+02dB,-9.02914895968568e+01°)	(-1.53891845907043e+02dB,-9.03646900018976e+01°)
3.83707245492267e+01	(-1.53864557530365e+02dB,-9.02920860101361e+01°)	(-1.53831845514071e+02dB,-9.03651038794143e+01°)
3.84591782045342e+01	(-1.53804557088713e+02dB,-9.02926839721022e+01°)	(-1.53771845118804e+02dB,-9.03655196927969e+01°)
3.85478357665760e+01	(-1.53744556645008e+02dB,-9.02932834859261e+01°)	(-1.53711844721234e+02dB,-9.03659374442030e+01°)
3.86366977054058e+01	(-1.53684556199240e+02dB,-9.02938845547868e+01°)	(-1.53651844321353e+02dB,-9.03663571358533e+01°)
3.87257644921606e+01	(-1.53624555751400e+02dB,-9.02944871818717e+01°)	(-1.53591843919152e+02dB,-9.03667787698727e+01°)
3.88150365990637e+01	(-1.53564555301477e+02dB,-9.02950913703763e+01°)	(-1.53531843514621e+02dB,-9.03672023486753e+01°)
3.89045144994269e+01	(-1.53504554849463e+02dB,-9.02956971235046e+01°)	(-1.53471843107754e+02dB,-9.03676278743469e+01°)
3.89941986676532e+01	(-1.53444554395348e+02dB,-9.02963044444687e+01°)	(-1.53411842698541e+02dB,-9.03680553493170e+01°)
3.90840895792390e+01	(-1.53384553939122e+02dB,-9.02969133364893e+01°)	(-1.53351842286973e+02dB,-9.03684847756941e+01°)
3.91741877107771e+01	(-1.53324553480776e+02dB,-9.02975238027949e+01°)	(-1.53291841873042e+02dB,-9.03689161557847e+01°)
3.92644935399588e+01	(-1.53264553020300e+02dB,-9.02981358466230e+01°)	(-1.53231841456739e+02dB,-9.03693494919943e+01°)
3.93550075455766e+01	(-1.53204552557684e+02dB,-9.02987494712190e+01°)	(-1.53171841038055e+02dB,-9.03697847865015e+01°)
3.94457302075266e+01	(-1.53144552092918e+02dB,-9.02993646798368e+01°)	(-1.53111840616981e+02dB,-9.03702220416152e+01°)
3.95366620068116e+01	(-1.53084551625993e+02dB,-9.02999814757389e+01°)	(-1.53051840193508e+02dB,-9.03706612597193e+01°)
3.96278034255427e+01	(-1.53024551156898e+02dB,-9.03005998621960e+01°)	(-1.52991839767628e+02dB,-9.03711024431231e+01°)
3.97191549469428e+01	(-1.52964550685624e+02dB,-9.03012198424872e+01°)	(-1.52931839339332e+02dB,-9.03715455940451e+01°)
3.98107170553485e+01	(-1.52904550212160e+02dB,-9.03018414199003e+01°)	(-1.52871838908609e+02dB,-9.03719907151067e+01°)
3.99024902362130e+01	(-1.52844549736497e+02dB,-9.03024645977313e+01°)	(-1.52811838475451e+02dB,-9.03724378083948e+01°)
3.99944749761085e+01	(-1.52784549258625e+02dB,-9.03030893792849e+01°)	(-1.52751838039850e+02dB,-9.03728868764267e+01°)
4.00866717627291e+01	(-1.52724548778532e+02dB,-9.03037157678742e+01°)	(-1.52691837601795e+02dB,-9.03733379215463e+01°)
4.01790810848928e+01	(-1.52664548296210e+02dB,-9.03043437668208e+01°)	(-1.52631837161278e+02dB,-9.03737909461589e+01°)
4.02717034325447e+01	(-1.52604547811648e+02dB,-9.03049733794549e+01°)	(-1.52571836718288e+02dB,-9.03742459526241e+01°)
4.03645392967593e+01	(-1.52544547324836e+02dB,-9.03056046091153e+01°)	(-1.52511836272817e+02dB,-9.03747029434035e+01°)
4.04575891697430e+01	(-1.52484546835763e+02dB,-9.03062374591494e+01°)	(-1.52451835824855e+02dB,-9.03751619209455e+01°)
4.05508535448371e+01	(-1.52424546344419e+02dB,-9.03068719329129e+01°)	(-1.52391835374393e+02dB,-9.03756228875676e+01°)
4.06443329165200e+01	(-1.52364545850793e+02dB,-9.03075080337705e+01°)	(-1.52331834921421e+02dB,-9.03760858458454e+01°)
4.07380277804100e+01	(-1.52304545354876e+02dB,-9.03081457650953e+01°)	(-1.52271834465930e+02dB,-9.03765507981458e+01°)
4.08319386332679e+01	(-1.52244544856656e+02dB,-9.03087851302692e+01°)	(-1.52211834007910e+02dB,-9.03770177469617e+01°)
4.09260659729998e+01	(-1.52184544356123e+02dB,-9.03094261326825e+01°)	(-1.52151833547350e+02dB,-9.03774866948610e+01°)
4.10204102986594e+01	(-1.52124543853266e+02dB,-9.03100687757346e+01°)	(-1.52091833084242e+02dB,-9.03779576441306e+01°)
4.11149721104509e+01	(-1.52064543348075e+02dB,-9.03107130628332e+01°)	(-1.52031832618576e+02dB,-9.03784305974408e+01°)
4.12097519097317e+01	(-1.52004542840539e+02dB,-9.03113589973949e+01°)	(-1.51971832150341e+02dB,-9.03789055572110e+01°)
4.13047501990148e+01	(-1.51944542330648e+02dB,-9.03120065828451e+01°)	(-1.51911831679528e+02dB,-9.03793825260033e+01°)
4.13999674819717e+01	(-1.51884541818389e+02dB,-9.03126558226179e+01°)	(-1.51851831206127e+02dB,-9.03798615063463e+01°)
4.14954042634350e+01	(-1.51824541303754e+02dB,-9.03133067201560e+01°)	(-1.51791830730127e+02dB,-9.03803425007507e+01°)
4.15910610494009e+01	(-1.51764540786730e+02dB,-9.03139592789113e+01°)	(-1.51731830251520e+02dB,-9.03808255117758e+01°)
4.16869383470322e+01	(-1.51704540267306e+02dB,-9.03146135023440e+01°)	(-1.51671829770293e+02dB,-9.03813105420311e+01°)
4.17830366646609e+01	(-1.51644539745472e+02dB,-9.03152693939237e+01°)	(-1.51611829286438e+02dB,-9.03817975940048e+01°)
4.18793565117905e+01	(-1.51584539221217e+02dB,-9.03159269571282e+01°)	(-1.51551828799944e+02dB,-9.03822866703850e+01°)
4.19758983990994e+01	(-1.51524538694530e+02dB,-9.03165861954448e+01°)	(-1.51491828310801e+02dB,-9.03827777736407e+01°)
4.20726628384431e+01	(-1.51464538165398e+02dB,-9.03172471123693e+01°)	(-1.51431827818998e+02dB,-9.03832709064965e+01°)
4.21696503428569e+01	(-1.51404537633812e+02dB,-9.03179097114065e+01°)	(-1.51371827324525e+02dB,-9.03837660714602e+01°)
4.22668614265589e+01	(-1.51344537099759e+02dB,-9.03185739960701e+01°)	(-1.51311826827371e+02dB,-9.03842632712370e+01°)
4.23642966049528e+01	(-1.51284536563229e+02dB,-9.03192399698828e+01°)	(-1.51251826327526e+02dB,-9.03847625083907e+01°)
4.24619563946299e+01	(-1.51224536024210e+02dB,-9.03199076363762e+01°)	(-1.51191825824979e+02dB,-9.03852637856710e+01°)
4.25598413133729e+01	(-1.51164535482691e+02dB,-9.03205769990910e+01°)	(-1.51131825319720e+02dB,-9.03857671056800e+01°)
4.26579518801579e+01	(-1.51104534938660e+02dB,-9.03212480615767e+01°)	(-1.51071824811738e+02dB,-9.03862724710446e+01°)
4.27562886151572e+01	(-1.51044534392106e+02dB,-9.03219208273920e+01°)	(-1.51011824301022e+02dB,-9.03867798844924e+01°)
4.28548520397426e+01	(-1.50984533843016e+02dB,-9.03225953001045e+01°)	(-1.50951823787561e+02dB,-9.03872893487335e+01°)
4.29536426764873e+01	(-1.50924533291380e+02dB,-9.03232714832910e+01°)	(-1.50891823271345e+02dB,-9.03878008664221e+01°)
4.30526610491697e+01	(-1.50864532737186e+02dB,-9.03239493805372e+01°)	(-1.50831822752362e+02dB,-9.03883144403162e+01°)
4.31519076827751e+01	(-1.50804532180421e+02dB,-9.03246289954380e+01°)	(-1.50771822230601e+02dB,-9.03888300731129e+01°)
4.32513831034995e+01	(-1.50744531621075e+02dB,-9.03253103315975e+01°)	(-1.50711821706052e+02dB,-9.03893477675383e+01°)
4.33510878387515e+01	(-1.50684531059135e+02dB,-9.03259933926286e+01°)	(-1.50651821178704e+02dB,-9.03898675263673e+01°)
4.34510224171557e+01	(-1.50624530494590e+02dB,-9.03266781821538e+01°)	(-1.50591820648544e+02dB,-9.03903893523242e+01°)
4.35511873685554e+01	(-1.50564529927427e+02dB,-9.03273647038045e+01°)	(-1.50531820115562e+02dB,-9.03909132481870e+01°)
4.36515832240152e+01	(-1.50504529357634e+02dB,-9.03280529612213e+01°)	(-1.50471819579746e+02dB,-9.03914392167565e+01°)
4.37522105158238e+01	(-1.50444528785199e+02dB,-9.03287429580539e+01°)	(-1.50411819041086e+02dB,-9.03919672607882e+01°)
4.38530697774971e+01	(-1.50384528210111e+02dB,-9.03294346979616e+01°)	(-1.50351818499569e+02dB,-9.03924973830904e+01°)
4.39541615437810e+01	(-1.50324527632356e+02dB,-9.03301281846126e+01°)	(-1.50291817955185e+02dB,-9.03930295865271e+01°)
4.40554863506539e+01	(-1.50264527051924e+02dB,-9.03308234216846e+01°)	(-1.50231817407921e+02dB,-9.03935638738346e+01°)
4.41570447353298e+01	(-1.50204526468800e+02dB,-9.03315204128643e+01°)	(-1.50171816857767e+02dB,-9.03941002479681e+01°)
4.42588372362612e+01	(-1.50144525882974e+02dB,-9.03322191618479e+01°)	(-1.50111816304709e+02dB,-9.03946387115998e+01°)
4.43608643931418e+01	(-1.50084525294432e+02dB,-9.03329196723410e+01°)	(-1.50051815748738e+02dB,-9.03951792677083e+01°)
4.44631267469094e+01	(-1.50024524703162e+02dB,-9.03336219480584e+01°)	(-1.49991815189840e+02dB,-9.03957219190921e+01°)
4.45656248397488e+01	(-1.49964524109152e+02dB,-9.03343259927243e+01°)	(-1.49931814628005e+02dB,-9.03962666687243e+01°)
4.46683592150948e+01	(-1.49904523512389e+02dB,-9.03350318100723e+01°)	(-1.49871814063219e+02dB,-9.03968135194262e+01°)
4.47713304176348e+01	(-1.49844522912860e+02dB,-9.03357394038454e+01°)	(-1.49811813495472e+02dB,-9.03973624741162e+01°)
4.48745389933117e+01	(-1.49784522310553e+02dB,-9.03364487777960e+01°)	(-1.49751812924751e+02dB,-9.03979135356614e+01°)
4.49779854893273e+01	(-1.49724521705454e+02dB,-9.03371599356860e+01°)	(-1.49691812351044e+02dB,-9.03984667070399e+01°)
4.50816704541445e+01	(-1.49664521097552e+02dB,-9.03378728812867e+01°)	(-1.49631811774338e+02dB,-9.03990219911668e+01°)
4.51855944374907e+01	(-1.49604520486833e+02dB,-9.03385876183789e+01°)	(-1.49571811194623e+02dB,-9.03995793910068e+01°)
4.52897579903605e+01	(-1.49544519873283e+02dB,-9.03393041507530e+01°)	(-1.49511810611884e+02dB,-9.04001389094879e+01°)
4.53941616650188e+01	(-1.49484519256891e+02dB,-9.03400224822088e+01°)	(-1.49451810026111e+02dB,-9.04007005495425e+01°)
4.54988060150033e+01	(-1.49424518637643e+02dB,-9.03407426165556e+01°)	(-1.49391809437290e+02dB,-9.04012643142383e+01°)
4.56036915951281e+01	(-1.49364518015526e+02dB,-9.03414645576125e+01°)	(-1.49331808845409e+02dB,-9.04018302064783e+01°)
4.57088189614859e+01	(-1.49304517390527e+02dB,-9.03421883092079e+01°)	(-1.49271808250456e+02dB,-9.04023982293559e+01°)
4.58141886714518e+01	(-1.49244516762632e+02dB,-9.03429138751801e+01°)	(-1.49211807652417e+02dB,-9.04029683857981e+01°)
4.59198012836853e+01	(-1.49184516131828e+02dB,-9.03436412593767e+01°)	(-1.49151807051281e+02dB,-9.04035406789035e+01°)
4.60256573581340e+01	(-1.49124515498102e+02dB,-9.03443704656553e+01°)	(-1.49091806447034e+02dB,-9.04041151115912e+01°)
4.61317574560364e+01	(-1.49064514861440e+02dB,-9.03451014978828e+01°)	(-1.49031805839663e+02dB,-9.04046916870375e+01°)
4.62381021399244e+01	(-1.49004514221829e+02dB,-9.03458343599360e+01°)	(-1.48971805229157e+02dB,-9.04052704082369e+01°)
4.63446919736272e+01	(-1.48944513579256e+02dB,-9.03465690557015e+01°)	(-1.48911804615501e+02dB,-9.04058512782415e+01°)
4.64515275222733e+01	(-1.48884512933706e+02dB,-9.03473055890754e+01°)	(-1.48851803998683e+02dB,-9.04064343002017e+01°)
4.65586093522943e+01	(-1.48824512285166e+02dB,-9.03480439639637e+01°)	(-1.48791803378690e+02dB,-9.04070194771284e+01°)
4.66659380314272e+01	(-1.48764511633622e+02dB,-9.03487841842821e+01°)	(-1.48731802755508e+02dB,-9.04076068121952e+01°)
4.67735141287182e+01	(-1.48704510979061e+02dB,-9.03495262539561e+01°)	(-1.48671802129125e+02dB,-9.04081963084366e+01°)
4.68813382145249e+01	(-1.48644510321468e+02dB,-9.03502701769210e+01°)	(-1.48611801499526e+02dB,-9.04087879690791e+01°)
4.69894108605199e+01	(-1.48584509660829e+02dB,-9.03510159571221e+01°)	(-1.48551800866700e+02dB,-9.04093817971702e+01°)
4.70977326396936e+01	(-1.48524508997131e+02dB,-9.03517635985143e+01°)	(-1.48491800230631e+02dB,-9.04099777958866e+01°)
4.72063041263574e+01	(-1.48464508330360e+02dB,-9.03525131050624e+01°)	(-1.48431799591307e+02dB,-9.04105759684723e+01°)
4.73151258961464e+01	(-1.48404507660501e+02dB,-9.03532644807414e+01°)	(-1.48371798948715e+02dB,-9.04111763179722e+01°)
4.74241985260228e+01	(-1.48344506987540e+02dB,-9.03540177295358e+01°)	(-1.48311798302840e+02dB,-9.04117788476327e+01°)
4.75335225942789e+01	(-1.48284506311463e+02dB,-9.03547728554404e+01°)	(-1.48251797653669e+02dB,-9.04123835606108e+01°)
4.76430986805399e+01	(-1.48224505632255e+02dB,-9.03555298624597e+01°)	(-1.48191797001188e+02dB,-9.04129904602052e+01°)
4.77529273657674e+01	(-1.48164504949903e+02dB,-9.03562887546083e+01°)	(-1.48131796345384e+02dB,-9.04135995495712e+01°)
4.78630092322621e+01	(-1.48104504264391e+02dB,-9.03570495359108e+01°)	(-1.48071795686242e+02dB,-9.04142108319149e+01°)
4.79733448636672e+01	(-1.48044503575705e+02dB,-9.03578122104017e+01°)	(-1.48011795023748e+02dB,-9.04148243104759e+01°)
4.80839348449712e+01	(-1.47984502883831e+02dB,-9.03585767821258e+01°)	(-1.47951794357889e+02dB,-9.04154399885922e+01°)
4.81947797625110e+01	(-1.47924502188753e+02dB,-9.03593432551377e+01°)	(-1.47891793688649e+02dB,-9.04160578694641e+01°)
4.83058802039756e+01	(-1.47864501490458e+02dB,-9.03601116335022e+01°)	(-1.47831793016016e+02dB,-9.04166779563018e+01°)
4.84172367584082e+01	(-1.47804500788929e+02dB,-9.03608819212943e+01°)	(-1.47771792339975e+02dB,-9.04173002525663e+01°)
4.85288500162104e+01	(-1.47744500084153e+02dB,-9.03616541225989e+01°)	(-1.47711791660511e+02dB,-9.04179247614436e+01°)
4.86407205691444e+01	(-1.47684499376115e+02dB,-9.03624282415114e+01°)	(-1.47651790977610e+02dB,-9.04185514862374e+01°)
4.87528490103369e+01	(-1.47624498664799e+02dB,-9.03632042821369e+01°)	(-1.47591790291257e+02dB,-9.04191804303411e+01°)
4.88652359342816e+01	(-1.47564497950190e+02dB,-9.03639822485912e+01°)	(-1.47531789601439e+02dB,-9.04198115969921e+01°)
4.89778819368429e+01	(-1.47504497232274e+02dB,-9.03647621450000e+01°)	(-1.47471788908140e+02dB,-9.04204449896406e+01°)
4.90907876152585e+01	(-1.47444496511034e+02dB,-9.03655439754992e+01°)	(-1.47411788211345e+02dB,-9.04210806115411e+01°)
4.92039535681433e+01	(-1.47384495786456e+02dB,-9.03663277442353e+01°)	(-1.47351787511041e+02dB,-9.04217184661572e+01°)
4.93173803954918e+01	(-1.47324495058524e+02dB,-9.03671134553647e+01°)	(-1.47291786807211e+02dB,-9.04223585568477e+01°)
4.94310686986818e+01	(-1.47264494327224e+02dB,-9.03679011130543e+01°)	(-1.47231786099842e+02dB,-9.04230008869775e+01°)
4.95450190804772e+01	(-1.47204493592538e+02dB,-9.03686907214814e+01°)	(-1.47171785388917e+02dB,-9.04236454600229e+01°)
4.96592321450318e+01	(-1.47144492854452e+02dB,-9.03694822848334e+01°)	(-1.47111784674423e+02dB,-9.04242922792910e+01°)
4.97737084978918e+01	(-1.47084492112951e+02dB,-9.03702758073083e+01°)	(-1.47051783956343e+02dB,-9.04249413483160e+01°)
4.98884487459994e+01	(-1.47024491368017e+02dB,-9.03710712931145e+01°)	(-1.46991783234663e+02dB,-9.04255926704463e+01°)
