Freq.	V(vo)	V(vo1)
6.54636174067211e+02	(-7.99166561100041e+01dB,-9.47138478858572e+01°)	(-7.98837034581610e+01dB,-9.46654403074422e+01°)
6.56145266302841e+02	(-7.98565266701773e+01dB,-9.47247515102127e+01°)	(-7.98235728414399e+01dB,-9.46762107946828e+01°)
6.57657837355356e+02	(-7.97963966309639e+01dB,-9.47356805695783e+01°)	(-7.97634416197870e+01dB,-9.46870064503018e+01°)
6.59173895244257e+02	(-7.97362659895796e+01dB,-9.47466351245906e+01°)	(-7.97033097903912e+01dB,-9.46978273341506e+01°)
6.60693448007531e+02	(-7.96761347432271e+01dB,-9.47576152360401e+01°)	(-7.96431773504284e+01dB,-9.47086735062572e+01°)
6.62216503701697e+02	(-7.96160028890959e+01dB,-9.47686209648721e+01°)	(-7.95830442970613e+01dB,-9.47195450267841e+01°)
6.63743070401844e+02	(-7.95558704243625e+01dB,-9.47796523721868e+01°)	(-7.95229106274393e+01dB,-9.47304419560573e+01°)
6.65273156201676e+02	(-7.94957373461900e+01dB,-9.47907095192398e+01°)	(-7.94627763386984e+01dB,-9.47413643545534e+01°)
6.66806769213557e+02	(-7.94356036517284e+01dB,-9.48017924674429e+01°)	(-7.94026414279612e+01dB,-9.47523122828995e+01°)
6.68343917568549e+02	(-7.93754693381143e+01dB,-9.48129012783641e+01°)	(-7.93425058923370e+01dB,-9.47632858018832e+01°)
6.69884609416461e+02	(-7.93153344024710e+01dB,-9.48240360137284e+01°)	(-7.92823697289215e+01dB,-9.47742849724453e+01°)
6.71428852925886e+02	(-7.92551988419082e+01dB,-9.48351967354181e+01°)	(-7.92222329347967e+01dB,-9.47853098556797e+01°)
6.72976656284252e+02	(-7.91950626535223e+01dB,-9.48463835054733e+01°)	(-7.91620955070310e+01dB,-9.47963605128386e+01°)
6.74528027697856e+02	(-7.91349258343959e+01dB,-9.48575963860924e+01°)	(-7.91019574426791e+01dB,-9.48074370053253e+01°)
6.76082975391915e+02	(-7.90747883815981e+01dB,-9.48688354396326e+01°)	(-7.90418187387819e+01dB,-9.48185393947095e+01°)
6.77641507610608e+02	(-7.90146502921841e+01dB,-9.48801007286104e+01°)	(-7.89816793923666e+01dB,-9.48296677427119e+01°)
6.79203632617118e+02	(-7.89545115631956e+01dB,-9.48913923157019e+01°)	(-7.89215394004462e+01dB,-9.48408221112100e+01°)
6.80769358693674e+02	(-7.88943721916603e+01dB,-9.49027102637434e+01°)	(-7.88613987600201e+01dB,-9.48520025622421e+01°)
6.82338694141602e+02	(-7.88342321745920e+01dB,-9.49140546357319e+01°)	(-7.88012574680730e+01dB,-9.48632091580064e+01°)
6.83911647281362e+02	(-7.87740915089905e+01dB,-9.49254254948256e+01°)	(-7.87411155215762e+01dB,-9.48744419608533e+01°)
6.85488226452594e+02	(-7.87139501918417e+01dB,-9.49368229043442e+01°)	(-7.86809729174866e+01dB,-9.48857010333059e+01°)
6.87068440014164e+02	(-7.86538082201172e+01dB,-9.49482469277699e+01°)	(-7.86208296527466e+01dB,-9.48969864380334e+01°)
6.88652296344208e+02	(-7.85936655907747e+01dB,-9.49596976287470e+01°)	(-7.85606857242846e+01dB,-9.49082982378740e+01°)
6.90239803840174e+02	(-7.85335223007573e+01dB,-9.49711750710833e+01°)	(-7.85005411290144e+01dB,-9.49196364958255e+01°)
6.91830970918868e+02	(-7.84733783469941e+01dB,-9.49826793187501e+01°)	(-7.84403958638353e+01dB,-9.49310012750420e+01°)
6.93425806016501e+02	(-7.84132337263998e+01dB,-9.49942104358826e+01°)	(-7.83802499256324e+01dB,-9.49423926388521e+01°)
6.95024317588728e+02	(-7.83530884358744e+01dB,-9.50057684867810e+01°)	(-7.83201033112759e+01dB,-9.49538106507307e+01°)
6.96626514110700e+02	(-7.82929424723037e+01dB,-9.50173535359101e+01°)	(-7.82599560176215e+01dB,-9.49652553743292e+01°)
6.98232404077102e+02	(-7.82327958325588e+01dB,-9.50289656479008e+01°)	(-7.81998080415103e+01dB,-9.49767268734587e+01°)
6.99841996002204e+02	(-7.81726485134960e+01dB,-9.50406048875497e+01°)	(-7.81396593797681e+01dB,-9.49882252120892e+01°)
7.01455298419902e+02	(-7.81125005119572e+01dB,-9.50522713198201e+01°)	(-7.80795100292063e+01dB,-9.49997504543624e+01°)
7.03072319883764e+02	(-7.80523518247693e+01dB,-9.50639650098425e+01°)	(-7.80193599866212e+01dB,-9.50113026645751e+01°)
7.04693068967077e+02	(-7.79922024487443e+01dB,-9.50756860229150e+01°)	(-7.79592092487942e+01dB,-9.50228819072045e+01°)
7.06317554262892e+02	(-7.79320523806794e+01dB,-9.50874344245037e+01°)	(-7.78990578124913e+01dB,-9.50344882468819e+01°)
7.07945784384068e+02	(-7.78719016173568e+01dB,-9.50992102802435e+01°)	(-7.78389056744639e+01dB,-9.50461217484123e+01°)
7.09577767963318e+02	(-7.78117501555435e+01dB,-9.51110136559384e+01°)	(-7.77787528314476e+01dB,-9.50577824767566e+01°)
7.11213513653258e+02	(-7.77515979919915e+01dB,-9.51228446175620e+01°)	(-7.77185992801629e+01dB,-9.50694704970578e+01°)
7.12853030126449e+02	(-7.76914451234376e+01dB,-9.51347032312581e+01°)	(-7.76584450173152e+01dB,-9.50811858746183e+01°)
7.14496326075442e+02	(-7.76312915466032e+01dB,-9.51465895633413e+01°)	(-7.75982900395940e+01dB,-9.50929286749093e+01°)
7.16143410212831e+02	(-7.75711372581944e+01dB,-9.51585036802975e+01°)	(-7.75381343436737e+01dB,-9.51046989635744e+01°)
7.17794291271290e+02	(-7.75109822549018e+01dB,-9.51704456487840e+01°)	(-7.74779779262128e+01dB,-9.51164968064258e+01°)
7.19448978003628e+02	(-7.74508265334006e+01dB,-9.51824155356308e+01°)	(-7.74178207838541e+01dB,-9.51283222694425e+01°)
7.21107479182828e+02	(-7.73906700903503e+01dB,-9.51944134078406e+01°)	(-7.73576629132253e+01dB,-9.51401754187801e+01°)
7.22769803602098e+02	(-7.73305129223950e+01dB,-9.52064393325892e+01°)	(-7.72975043109373e+01dB,-9.51520563207609e+01°)
7.24435960074918e+02	(-7.72703550261628e+01dB,-9.52184933772267e+01°)	(-7.72373449735859e+01dB,-9.51639650418777e+01°)
7.26105957435082e+02	(-7.72101963982661e+01dB,-9.52305756092774e+01°)	(-7.71771848977505e+01dB,-9.51759016488001e+01°)
7.27779804536751e+02	(-7.71500370353014e+01dB,-9.52426860964404e+01°)	(-7.71170240799946e+01dB,-9.51878662083657e+01°)
7.29457510254496e+02	(-7.70898769338494e+01dB,-9.52548249065906e+01°)	(-7.70568625168656e+01dB,-9.51998587875919e+01°)
7.31139083483344e+02	(-7.70297160904745e+01dB,-9.52669921077788e+01°)	(-7.69967002048948e+01dB,-9.52118794536650e+01°)
7.32824533138831e+02	(-7.69695545017252e+01dB,-9.52791877682324e+01°)	(-7.69365371405969e+01dB,-9.52239282739441e+01°)
7.34513868157041e+02	(-7.69093921641337e+01dB,-9.52914119563560e+01°)	(-7.68763733204707e+01dB,-9.52360053159682e+01°)
7.36207097494662e+02	(-7.68492290742161e+01dB,-9.53036647407318e+01°)	(-7.68162087409981e+01dB,-9.52481106474473e+01°)
7.37904230129027e+02	(-7.67890652284720e+01dB,-9.53159461901203e+01°)	(-7.67560433986449e+01dB,-9.52602443362722e+01°)
7.39605275058163e+02	(-7.67289006233848e+01dB,-9.53282563734607e+01°)	(-7.66958772898601e+01dB,-9.52724064505047e+01°)
7.41310241300843e+02	(-7.66687352554210e+01dB,-9.53405953598717e+01°)	(-7.66357104110760e+01dB,-9.52845970583870e+01°)
7.43019137896627e+02	(-7.66085691210311e+01dB,-9.53529632186518e+01°)	(-7.65755427587083e+01dB,-9.52968162283397e+01°)
7.44731973905914e+02	(-7.65484022166484e+01dB,-9.53653600192800e+01°)	(-7.65153743291559e+01dB,-9.53090640289576e+01°)
7.46448758409991e+02	(-7.64882345386899e+01dB,-9.53777858314164e+01°)	(-7.64552051188005e+01dB,-9.53213405290204e+01°)
7.48169500511079e+02	(-7.64280660835555e+01dB,-9.53902407249028e+01°)	(-7.63950351240073e+01dB,-9.53336457974792e+01°)
7.49894209332380e+02	(-7.63678968476285e+01dB,-9.54027247697627e+01°)	(-7.63348643411238e+01dB,-9.53459799034709e+01°)
7.51622894018130e+02	(-7.63077268272748e+01dB,-9.54152380362030e+01°)	(-7.62746927664811e+01dB,-9.53583429163146e+01°)
7.53355563733641e+02	(-7.62475560188438e+01dB,-9.54277805946135e+01°)	(-7.62145203963925e+01dB,-9.53707349055052e+01°)
7.55092227665358e+02	(-7.61873844186673e+01dB,-9.54403525155679e+01°)	(-7.61543472271542e+01dB,-9.53831559407168e+01°)
7.56832895020898e+02	(-7.61272120230602e+01dB,-9.54529538698245e+01°)	(-7.60941732550449e+01dB,-9.53956060918140e+01°)
7.58577575029107e+02	(-7.60670388283198e+01dB,-9.54655847283268e+01°)	(-7.60339984763260e+01dB,-9.54080854288388e+01°)
7.60326276940105e+02	(-7.60068648307264e+01dB,-9.54782451622036e+01°)	(-7.59738228872413e+01dB,-9.54205940220171e+01°)
7.62079010025335e+02	(-7.59466900265426e+01dB,-9.54909352427702e+01°)	(-7.59136464840168e+01dB,-9.54331319417574e+01°)
7.63835783577613e+02	(-7.58865144120135e+01dB,-9.55036550415285e+01°)	(-7.58534692628609e+01dB,-9.54456992586593e+01°)
7.65596606911179e+02	(-7.58263379833665e+01dB,-9.55164046301680e+01°)	(-7.57932912199642e+01dB,-9.54582960434974e+01°)
7.67361489361741e+02	(-7.57661607368115e+01dB,-9.55291840805661e+01°)	(-7.57331123514993e+01dB,-9.54709223672397e+01°)
7.69130440286532e+02	(-7.57059826685405e+01dB,-9.55419934647888e+01°)	(-7.56729326536209e+01dB,-9.54835783010350e+01°)
7.70903469064352e+02	(-7.56458037747275e+01dB,-9.55548328550913e+01°)	(-7.56127521224657e+01dB,-9.54962639162219e+01°)
7.72680585095624e+02	(-7.55856240515287e+01dB,-9.55677023239187e+01°)	(-7.55525707541521e+01dB,-9.55089792843283e+01°)
7.74461797802440e+02	(-7.55254434950823e+01dB,-9.55806019439063e+01°)	(-7.54923885447804e+01dB,-9.55217244770668e+01°)
7.76247116628613e+02	(-7.54652621015080e+01dB,-9.55935317878805e+01°)	(-7.54322054904324e+01dB,-9.55344995663363e+01°)
7.78036551039725e+02	(-7.54050798669078e+01dB,-9.56064919288595e+01°)	(-7.53720215871717e+01dB,-9.55473046242316e+01°)
7.79830110523180e+02	(-7.53448967873650e+01dB,-9.56194824400534e+01°)	(-7.53118368310430e+01dB,-9.55601397230322e+01°)
7.81627804588250e+02	(-7.52847128589446e+01dB,-9.56325033948655e+01°)	(-7.52516512180729e+01dB,-9.55730049352074e+01°)
7.83429642766132e+02	(-7.52245280776933e+01dB,-9.56455548668921e+01°)	(-7.51914647442693e+01dB,-9.55859003334215e+01°)
7.85235634609992e+02	(-7.51643424396389e+01dB,-9.56586369299241e+01°)	(-7.51312774056206e+01dB,-9.55988259905294e+01°)
7.87045789695019e+02	(-7.51041559407909e+01dB,-9.56717496579467e+01°)	(-7.50710891980972e+01dB,-9.56117819795705e+01°)
7.88860117618474e+02	(-7.50439685771397e+01dB,-9.56848931251407e+01°)	(-7.50109001176503e+01dB,-9.56247683737930e+01°)
7.90678627999745e+02	(-7.49837803446571e+01dB,-9.56980674058827e+01°)	(-7.49507101602117e+01dB,-9.56377852466209e+01°)
7.92501330480391e+02	(-7.49235912392959e+01dB,-9.57112725747459e+01°)	(-7.48905193216946e+01dB,-9.56508326716825e+01°)
7.94328234724200e+02	(-7.48634012569899e+01dB,-9.57245087065008e+01°)	(-7.48303275979925e+01dB,-9.56639107228026e+01°)
7.96159350417237e+02	(-7.48032103936538e+01dB,-9.57377758761157e+01°)	(-7.47701349849799e+01dB,-9.56770194739923e+01°)
7.97994687267895e+02	(-7.47430186451829e+01dB,-9.57510741587574e+01°)	(-7.47099414785119e+01dB,-9.56901589994666e+01°)
7.99834255006947e+02	(-7.46828260074536e+01dB,-9.57644036297920e+01°)	(-7.46497470744236e+01dB,-9.57033293736296e+01°)
8.01678063387597e+02	(-7.46226324763225e+01dB,-9.57777643647851e+01°)	(-7.45895517685313e+01dB,-9.57165306710928e+01°)
8.03526122185535e+02	(-7.45624380476270e+01dB,-9.57911564395029e+01°)	(-7.45293555566310e+01dB,-9.57297629666546e+01°)
8.05378441198984e+02	(-7.45022427171848e+01dB,-9.58045799299127e+01°)	(-7.44691584344993e+01dB,-9.57430263353213e+01°)
8.07235030248755e+02	(-7.44420464807940e+01dB,-9.58180349121836e+01°)	(-7.44089603978926e+01dB,-9.57563208522911e+01°)
8.09095899178299e+02	(-7.43818493342329e+01dB,-9.58315214626868e+01°)	(-7.43487614425474e+01dB,-9.57696465929647e+01°)
8.10961057853758e+02	(-7.43216512732599e+01dB,-9.58450396579969e+01°)	(-7.42885615641803e+01dB,-9.57830036329444e+01°)
8.12830516164016e+02	(-7.42614522936136e+01dB,-9.58585895748921e+01°)	(-7.42283607584877e+01dB,-9.57963920480319e+01°)
8.14704284020756e+02	(-7.42012523910124e+01dB,-9.58721712903549e+01°)	(-7.41681590211455e+01dB,-9.58098119142332e+01°)
8.16582371358508e+02	(-7.41410515611546e+01dB,-9.58857848815729e+01°)	(-7.41079563478095e+01dB,-9.58232633077494e+01°)
8.18464788134706e+02	(-7.40808497997184e+01dB,-9.58994304259396e+01°)	(-7.40477527341149e+01dB,-9.58367463049959e+01°)
8.20351544329734e+02	(-7.40206471023614e+01dB,-9.59131080010545e+01°)	(-7.39875481756764e+01dB,-9.58502609825816e+01°)
8.22242649946986e+02	(-7.39604434647211e+01dB,-9.59268176847245e+01°)	(-7.39273426680881e+01dB,-9.58638074173223e+01°)
8.24138115012917e+02	(-7.39002388824141e+01dB,-9.59405595549643e+01°)	(-7.38671362069233e+01dB,-9.58773856862465e+01°)
8.26037949577094e+02	(-7.38400333510366e+01dB,-9.59543336899967e+01°)	(-7.38069287877344e+01dB,-9.58909958665763e+01°)
8.27942163712249e+02	(-7.37798268661641e+01dB,-9.59681401682540e+01°)	(-7.37467204060528e+01dB,-9.59046380357495e+01°)
8.29850767514337e+02	(-7.37196194233512e+01dB,-9.59819790683781e+01°)	(-7.36865110573891e+01dB,-9.59183122714043e+01°)
8.31763771102585e+02	(-7.36594110181316e+01dB,-9.59958504692215e+01°)	(-7.36263007372324e+01dB,-9.59320186513939e+01°)
8.33681184619548e+02	(-7.35992016460179e+01dB,-9.60097544498478e+01°)	(-7.35660894410508e+01dB,-9.59457572537730e+01°)
8.35603018231162e+02	(-7.35389913025016e+01dB,-9.60236910895326e+01°)	(-7.35058771642911e+01dB,-9.59595281568090e+01°)
8.37529282126796e+02	(-7.34787799830531e+01dB,-9.60376604677642e+01°)	(-7.34456639023782e+01dB,-9.59733314389773e+01°)
8.39459986519311e+02	(-7.34185676831214e+01dB,-9.60516626642439e+01°)	(-7.33854496507159e+01dB,-9.59871671789674e+01°)
8.41395141645108e+02	(-7.33583543981339e+01dB,-9.60656977588873e+01°)	(-7.33252344046863e+01dB,-9.60010354556736e+01°)
8.43334757764188e+02	(-7.32981401234967e+01dB,-9.60797658318247e+01°)	(-7.32650181596494e+01dB,-9.60149363482085e+01°)
8.45278845160202e+02	(-7.32379248545941e+01dB,-9.60938669634018e+01°)	(-7.32048009109435e+01dB,-9.60288699358941e+01°)
8.47227414140509e+02	(-7.31777085867889e+01dB,-9.61080012341804e+01°)	(-7.31445826538850e+01dB,-9.60428362982644e+01°)
8.49180475036226e+02	(-7.31174913154216e+01dB,-9.61221687249394e+01°)	(-7.30843633837683e+01dB,-9.60568355150744e+01°)
8.51138038202288e+02	(-7.30572730358112e+01dB,-9.61363695166751e+01°)	(-7.30241430958653e+01dB,-9.60708676662839e+01°)
8.53100114017501e+02	(-7.29970537432546e+01dB,-9.61506036906022e+01°)	(-7.29639217854257e+01dB,-9.60849328320711e+01°)
8.55066712884595e+02	(-7.29368334330261e+01dB,-9.61648713281545e+01°)	(-7.29036994476769e+01dB,-9.60990310928368e+01°)
8.57037845230281e+02	(-7.28766121003783e+01dB,-9.61791725109858e+01°)	(-7.28434760778239e+01dB,-9.61131625291925e+01°)
8.59013521505306e+02	(-7.28163897405410e+01dB,-9.61935073209700e+01°)	(-7.27832516710486e+01dB,-9.61273272219684e+01°)
8.60993752184511e+02	(-7.27561663487217e+01dB,-9.62078758402028e+01°)	(-7.27230262225107e+01dB,-9.61415252522106e+01°)
8.62978547766881e+02	(-7.26959419201054e+01dB,-9.62222781510016e+01°)	(-7.26627997273468e+01dB,-9.61557567011898e+01°)
8.64967918775603e+02	(-7.26357164498542e+01dB,-9.62367143359067e+01°)	(-7.26025721806704e+01dB,-9.61700216503960e+01°)
8.66961875758126e+02	(-7.25754899331075e+01dB,-9.62511844776820e+01°)	(-7.25423435775725e+01dB,-9.61843201815325e+01°)
8.68960429286211e+02	(-7.25152623649818e+01dB,-9.62656886593155e+01°)	(-7.24821139131201e+01dB,-9.61986523765323e+01°)
8.70963589955990e+02	(-7.24550337405704e+01dB,-9.62802269640206e+01°)	(-7.24218831823577e+01dB,-9.62130183175441e+01°)
8.72971368388021e+02	(-7.23948040549437e+01dB,-9.62947994752362e+01°)	(-7.23616513803059e+01dB,-9.62274180869455e+01°)
8.74983775227345e+02	(-7.23345733031488e+01dB,-9.63094062766279e+01°)	(-7.23014185019620e+01dB,-9.62418517673323e+01°)
8.77000821143543e+02	(-7.22743414802092e+01dB,-9.63240474520887e+01°)	(-7.22411845422995e+01dB,-9.62563194415259e+01°)
8.79022516830792e+02	(-7.22141085811252e+01dB,-9.63387230857396e+01°)	(-7.21809494962686e+01dB,-9.62708211925745e+01°)
8.81048873007922e+02	(-7.21538746008735e+01dB,-9.63534332619309e+01°)	(-7.21207133587949e+01dB,-9.62853571037529e+01°)
8.83079900418470e+02	(-7.20936395344068e+01dB,-9.63681780652420e+01°)	(-7.20604761247808e+01dB,-9.62999272585580e+01°)
8.85115609830743e+02	(-7.20334033766543e+01dB,-9.63829575804833e+01°)	(-7.20002377891042e+01dB,-9.63145317407163e+01°)
8.87156012037868e+02	(-7.19731661225212e+01dB,-9.63977718926961e+01°)	(-7.19399983466187e+01dB,-9.63291706341864e+01°)
8.89201117857855e+02	(-7.19129277668887e+01dB,-9.64126210871541e+01°)	(-7.18797577921540e+01dB,-9.63438440231469e+01°)
8.91250938133652e+02	(-7.18526883046135e+01dB,-9.64275052493635e+01°)	(-7.18195161205152e+01dB,-9.63585519920186e+01°)
8.93305483733202e+02	(-7.17924477305285e+01dB,-9.64424244650644e+01°)	(-7.17592733264824e+01dB,-9.63732946254377e+01°)
8.95364765549500e+02	(-7.17322060394418e+01dB,-9.64573788202313e+01°)	(-7.16990294048118e+01dB,-9.63880720082843e+01°)
8.97428794500654e+02	(-7.16719632261373e+01dB,-9.64723684010740e+01°)	(-7.16387843502343e+01dB,-9.64028842256649e+01°)
8.99497581529941e+02	(-7.16117192853742e+01dB,-9.64873932940383e+01°)	(-7.15785381574559e+01dB,-9.64177313629207e+01°)
9.01571137605862e+02	(-7.15514742118867e+01dB,-9.65024535858070e+01°)	(-7.15182908211578e+01dB,-9.64326135056245e+01°)
9.03649473722206e+02	(-7.14912280003844e+01dB,-9.65175493633005e+01°)	(-7.14580423359958e+01dB,-9.64475307395834e+01°)
9.05732600898105e+02	(-7.14309806455519e+01dB,-9.65326807136778e+01°)	(-7.13977926966008e+01dB,-9.64624831508444e+01°)
9.07820530178090e+02	(-7.13707321420485e+01dB,-9.65478477243374e+01°)	(-7.13375418975779e+01dB,-9.64774708256856e+01°)
9.09913272632156e+02	(-7.13104824845085e+01dB,-9.65630504829177e+01°)	(-7.12772899335068e+01dB,-9.64924938506248e+01°)
9.12010839355814e+02	(-7.12502316675407e+01dB,-9.65782890772984e+01°)	(-7.12170367989418e+01dB,-9.65075523124124e+01°)
9.14113241470154e+02	(-7.11899796857284e+01dB,-9.65935635956009e+01°)	(-7.11567824884110e+01dB,-9.65226462980453e+01°)
9.16220490121903e+02	(-7.11297265336294e+01dB,-9.66088741261896e+01°)	(-7.10965269964171e+01dB,-9.65377758947564e+01°)
9.18332596483484e+02	(-7.10694722057758e+01dB,-9.66242207576721e+01°)	(-7.10362703174363e+01dB,-9.65529411900141e+01°)
9.20449571753074e+02	(-7.10092166966737e+01dB,-9.66396035789006e+01°)	(-7.09760124459192e+01dB,-9.65681422715363e+01°)
9.22571427154666e+02	(-7.09489600008034e+01dB,-9.66550226789726e+01°)	(-7.09157533762895e+01dB,-9.65833792272770e+01°)
9.24698173938125e+02	(-7.08887021126190e+01dB,-9.66704781472317e+01°)	(-7.08554931029451e+01dB,-9.65986521454336e+01°)
9.26829823379251e+02	(-7.08284430265484e+01dB,-9.66859700732685e+01°)	(-7.07952316202570e+01dB,-9.66139611144489e+01°)
9.28966386779838e+02	(-7.07681827369932e+01dB,-9.67014985469214e+01°)	(-7.07349689225695e+01dB,-9.66293062230093e+01°)
9.31107875467732e+02	(-7.07079212383284e+01dB,-9.67170636582777e+01°)	(-7.06747050042007e+01dB,-9.66446875600482e+01°)
9.33254300796892e+02	(-7.06476585249026e+01dB,-9.67326654976742e+01°)	(-7.06144398594412e+01dB,-9.66601052147383e+01°)
9.35405674147453e+02	(-7.05873945910375e+01dB,-9.67483041556982e+01°)	(-7.05541734825545e+01dB,-9.66755592765082e+01°)
9.37562006925781e+02	(-7.05271294310279e+01dB,-9.67639797231885e+01°)	(-7.04939058677774e+01dB,-9.66910498350301e+01°)
9.39723310564538e+02	(-7.04668630391417e+01dB,-9.67796922912359e+01°)	(-7.04336370093191e+01dB,-9.67065769802259e+01°)
9.41889596522742e+02	(-7.04065954096198e+01dB,-9.67954419511848e+01°)	(-7.03733669013615e+01dB,-9.67221408022649e+01°)
9.44060876285823e+02	(-7.03463265366757e+01dB,-9.68112287946333e+01°)	(-7.03130955380588e+01dB,-9.67377413915709e+01°)
9.46237161365693e+02	(-7.02860564144954e+01dB,-9.68270529134345e+01°)	(-7.02528229135375e+01dB,-9.67533788388145e+01°)
9.48418463300797e+02	(-7.02257850372376e+01dB,-9.68429143996977e+01°)	(-7.01925490218964e+01dB,-9.67690532349243e+01°)
9.50604793656181e+02	(-7.01655123990332e+01dB,-9.68588133457887e+01°)	(-7.01322738572063e+01dB,-9.67847646710773e+01°)
9.52796164023551e+02	(-7.01052384939855e+01dB,-9.68747498443310e+01°)	(-7.00719974135098e+01dB,-9.68005132387051e+01°)
9.54992586021335e+02	(-7.00449633161696e+01dB,-9.68907239882069e+01°)	(-7.00117196848212e+01dB,-9.68162990294973e+01°)
9.57194071294743e+02	(-6.99846868596328e+01dB,-9.69067358705582e+01°)	(-6.99514406651266e+01dB,-9.68321221353966e+01°)
9.59400631515831e+02	(-6.99244091183941e+01dB,-9.69227855847871e+01°)	(-6.98911603483835e+01dB,-9.68479826486045e+01°)
9.61612278383562e+02	(-6.98641300864441e+01dB,-9.69388732245574e+01°)	(-6.98308787285208e+01dB,-9.68638806615769e+01°)
9.63829023623868e+02	(-6.98038497577451e+01dB,-9.69549988837950e+01°)	(-6.97705957994383e+01dB,-9.68798162670350e+01°)
9.66050878989711e+02	(-6.97435681262307e+01dB,-9.69711626566895e+01°)	(-6.97103115550075e+01dB,-9.68957895579512e+01°)
9.68277856261146e+02	(-6.96832851858058e+01dB,-9.69873646376943e+01°)	(-6.96500259890702e+01dB,-9.69118006275649e+01°)
9.70509967245386e+02	(-6.96230009303463e+01dB,-9.70036049215284e+01°)	(-6.95897390954391e+01dB,-9.69278495693751e+01°)
9.72747223776861e+02	(-6.95627153536992e+01dB,-9.70198836031768e+01°)	(-6.95294508678978e+01dB,-9.69439364771397e+01°)
9.74989637717283e+02	(-6.95024284496824e+01dB,-9.70362007778917e+01°)	(-6.94691613002003e+01dB,-9.69600614448890e+01°)
9.77237220955706e+02	(-6.94421402120842e+01dB,-9.70525565411932e+01°)	(-6.94088703860709e+01dB,-9.69762245669053e+01°)
9.79489985408594e+02	(-6.93818506346639e+01dB,-9.70689509888708e+01°)	(-6.93485781192039e+01dB,-9.69924259377478e+01°)
9.81747943019879e+02	(-6.93215597111508e+01dB,-9.70853842169839e+01°)	(-6.92882844932641e+01dB,-9.70086656522372e+01°)
9.84011105761028e+02	(-6.92612674352446e+01dB,-9.71018563218629e+01°)	(-6.92279895018859e+01dB,-9.70249438054536e+01°)
9.86279485631105e+02	(-6.92009738006153e+01dB,-9.71183674001103e+01°)	(-6.91676931386735e+01dB,-9.70412604927607e+01°)
9.88553094656833e+02	(-6.91406788009026e+01dB,-9.71349175486016e+01°)	(-6.91073953972009e+01dB,-9.70576158097807e+01°)
9.90831944892661e+02	(-6.90803824297163e+01dB,-9.71515068644864e+01°)	(-6.90470962710114e+01dB,-9.70740098524095e+01°)
9.93116048420827e+02	(-6.90200846806356e+01dB,-9.71681354451893e+01°)	(-6.89867957536175e+01dB,-9.70904427168099e+01°)
9.95405417351420e+02	(-6.89597855472096e+01dB,-9.71848033884108e+01°)	(-6.89264938385014e+01dB,-9.71069144994235e+01°)
9.97700063822446e+02	(-6.88994850229563e+01dB,-9.72015107921286e+01°)	(-6.88661905191138e+01dB,-9.71234252969627e+01°)
9.99999999999893e+02	(-6.88391831013634e+01dB,-9.72182577545984e+01°)	(-6.88058857888745e+01dB,-9.71399752064104e+01°)
1.00230523807779e+03	(-6.87788797758875e+01dB,-9.72350443743552e+01°)	(-6.87455796411720e+01dB,-9.71565643250279e+01°)
1.00461579027829e+03	(-6.87185750399542e+01dB,-9.72518707502138e+01°)	(-6.86852720693633e+01dB,-9.71731927503530e+01°)
1.00693166885170e+03	(-6.86582688869577e+01dB,-9.72687369812703e+01°)	(-6.86249630667740e+01dB,-9.71898605802003e+01°)
1.00925288607658e+03	(-6.85979613102610e+01dB,-9.72856431669032e+01°)	(-6.85646526266977e+01dB,-9.72065679126587e+01°)
1.01157945425979e+03	(-6.85376523031956e+01dB,-9.73025894067740e+01°)	(-6.85043407423963e+01dB,-9.72233148461029e+01°)
1.01391138573657e+03	(-6.84773418590614e+01dB,-9.73195758008286e+01°)	(-6.84440274070996e+01dB,-9.72401014791820e+01°)
1.01624869287059e+03	(-6.84170299711262e+01dB,-9.73366024492982e+01°)	(-6.83837126140054e+01dB,-9.72569279108340e+01°)
1.01859138805401e+03	(-6.83567166326261e+01dB,-9.73536694527006e+01°)	(-6.83233963562787e+01dB,-9.72737942402667e+01°)
1.02093948370757e+03	(-6.82964018367649e+01dB,-9.73707769118409e+01°)	(-6.82630786270522e+01dB,-9.72907005669863e+01°)
1.02329299228064e+03	(-6.82360855767142e+01dB,-9.73879249278128e+01°)	(-6.82027594194261e+01dB,-9.73076469907684e+01°)
1.02565192625130e+03	(-6.81757678456132e+01dB,-9.74051136019997e+01°)	(-6.81424387264675e+01dB,-9.73246336116887e+01°)
1.02801629812636e+03	(-6.81154486365683e+01dB,-9.74223430360757e+01°)	(-6.80821165412107e+01dB,-9.73416605300980e+01°)
1.03038612044150e+03	(-6.80551279426532e+01dB,-9.74396133320068e+01°)	(-6.80217928566566e+01dB,-9.73587278466404e+01°)
1.03276140576129e+03	(-6.79948057569089e+01dB,-9.74569245920517e+01°)	(-6.79614676657731e+01dB,-9.73758356622455e+01°)
1.03514216667923e+03	(-6.79344820723431e+01dB,-9.74742769187634e+01°)	(-6.79011409614944e+01dB,-9.73929840781371e+01°)
1.03752841581790e+03	(-6.78741568819302e+01dB,-9.74916704149899e+01°)	(-6.78408127367210e+01dB,-9.74101731958276e+01°)
1.03992016582895e+03	(-6.78138301786114e+01dB,-9.75091051838754e+01°)	(-6.77804829843197e+01dB,-9.74274031171165e+01°)
